879,CUSd,Cutty Sark,2/3,8082.13 ,159.27 ,1287.87 ,2909.50 ,2327.28 ,1016.84 ,381.36 ,3.08 ,4.83 ,8.29 ,13.81 ,20.11 ,25.43 ,36.47 ,47.25 ,60.59 ,76.42 ,96.85 ,118.01 ,136.45 ,148.04 ,148.46 ,137.22 ,117.42 ,97.06 ,80.93 ,70.42 ,66.11 ,65.50 ,69.65 ,69.83 ,74.49 ,79.70 ,90.48 ,94.96 ,99.86 ,106.10 ,117.35 ,117.83 ,118.10 ,125.37 ,140.08 ,140.72 ,141.81 ,150.69 ,164.42 ,159.30 ,161.63 ,172.71 ,191.61 ,191.20 ,196.09 ,202.95 ,216.79 ,213.59 ,209.50 ,212.00 ,215.69 ,201.27 ,184.45 ,174.41 ,160.88 ,139.66 ,121.98 ,111.47 ,102.98 ,91.78 ,84.50 ,79.52 ,77.16 ,75.16 ,72.51 ,69.11 ,67.46 ,63.22 ,59.30 ,55.83 ,52.54 ,48.57 ,43.42 ,34.62 ,29.09 ,23.75 ,15.78 ,9.08 ,6.40 ,2.85 ,0.13 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
893,CYPd,Cyprus,3,4342.33 ,123.49 ,477.56 ,1930.30 ,1337.11 ,386.07 ,87.81 ,3.46 ,5.91 ,9.18 ,13.64 ,17.13 ,21.33 ,25.24 ,27.61 ,31.94 ,36.85 ,41.86 ,47.59 ,52.22 ,50.97 ,48.15 ,42.66 ,36.42 ,31.44 ,29.25 ,28.20 ,28.48 ,29.10 ,31.48 ,35.36 ,36.19 ,40.22 ,50.04 ,59.49 ,65.69 ,73.32 ,83.75 ,83.27 ,78.46 ,78.08 ,82.35 ,79.11 ,78.36 ,87.92 ,112.63 ,123.71 ,129.99 ,144.20 ,165.29 ,153.80 ,149.36 ,156.59 ,159.63 ,141.04 ,130.23 ,121.70 ,109.65 ,93.91 ,81.47 ,73.86 ,64.93 ,54.74 ,45.50 ,42.49 ,40.42 ,39.47 ,37.35 ,35.12 ,31.41 ,28.86 ,24.93 ,22.18 ,20.35 ,17.98 ,14.98 ,12.78 ,11.11 ,9.52 ,8.15 ,6.93 ,5.84 ,6.10 ,4.42 ,3.24 ,2.26 ,1.84 ,0.32 ,0.32 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
555,DGEu,Dagenham East,5,4351.02 ,928.35 ,1498.52 ,1041.02 ,645.33 ,184.49 ,53.32 ,28.78 ,50.98 ,80.84 ,112.47 ,140.92 ,162.29 ,174.62 ,177.44 ,174.44 ,173.21 ,173.72 ,170.00 ,158.97 ,144.14 ,124.90 ,101.68 ,83.29 ,73.22 ,64.12 ,56.83 ,53.01 ,48.97 ,46.91 ,45.40 ,43.72 ,42.11 ,41.80 ,40.87 ,40.10 ,40.89 ,40.27 ,39.28 ,38.34 ,37.76 ,36.88 ,36.69 ,36.33 ,36.49 ,38.61 ,41.17 ,44.44 ,50.83 ,58.43 ,61.71 ,63.70 ,65.15 ,66.72 ,63.94 ,62.28 ,60.15 ,57.64 ,51.76 ,45.98 ,41.04 ,36.25 ,30.73 ,24.95 ,21.05 ,18.38 ,16.75 ,15.60 ,14.34 ,14.03 ,12.90 ,12.33 ,11.53 ,11.59 ,11.03 ,10.24 ,8.89 ,8.10 ,7.74 ,6.27 ,5.03 ,3.44 ,2.35 ,0.88 ,0.29 ,0.04 ,0.04 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
556,DGHu,Dagenham Heathway,5,7894.92 ,1637.69 ,2747.64 ,2046.21 ,1030.70 ,338.44 ,94.25 ,48.69 ,90.56 ,146.45 ,204.48 ,251.72 ,287.95 ,303.65 ,304.19 ,298.43 ,294.88 ,295.98 ,287.60 ,272.60 ,252.96 ,230.07 ,200.77 ,179.79 ,162.73 ,144.97 ,126.86 ,115.82 ,105.80 ,97.96 ,92.42 ,87.25 ,83.09 ,81.64 ,81.07 ,82.09 ,82.89 ,82.24 ,81.29 ,80.59 ,78.56 ,77.39 ,78.02 ,76.76 ,76.77 ,75.93 ,78.67 ,81.19 ,85.99 ,89.86 ,92.94 ,93.74 ,97.47 ,100.66 ,99.71 ,101.18 ,97.80 ,92.44 ,82.28 ,76.76 ,69.16 ,64.11 ,55.40 ,49.63 ,42.46 ,35.48 ,30.82 ,28.10 ,25.73 ,24.07 ,23.01 ,20.87 ,19.94 ,19.65 ,18.68 ,18.29 ,16.72 ,15.23 ,13.03 ,11.08 ,7.78 ,5.87 ,3.38 ,1.63 ,0.76 ,0.26 ,0.14 ,0.04 ,0.04 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1443,DLJr,Dalston Junction,2,8739.95 ,289.64 ,2804.07 ,2182.66 ,1832.81 ,976.39 ,654.37 ,3.19 ,6.36 ,11.53 ,22.23 ,36.15 ,48.56 ,68.35 ,93.26 ,117.86 ,147.18 ,192.87 ,252.92 ,298.32 ,321.72 ,334.53 ,319.10 ,269.76 ,219.20 ,182.82 ,147.80 ,119.95 ,103.52 ,96.31 ,91.94 ,87.86 ,86.05 ,87.24 ,87.98 ,86.99 ,87.48 ,90.57 ,94.17 ,95.48 ,93.46 ,92.61 ,89.58 ,84.17 ,79.32 ,81.03 ,81.88 ,83.27 ,86.31 ,93.72 ,101.78 ,108.67 ,115.72 ,126.98 ,136.68 ,148.05 ,158.45 ,173.97 ,183.12 ,185.24 ,177.39 ,168.50 ,150.05 ,129.98 ,110.82 ,97.47 ,84.86 ,75.03 ,68.57 ,67.23 ,66.20 ,66.29 ,68.17 ,69.25 ,72.52 ,77.52 ,82.54 ,88.88 ,89.65 ,86.10 ,74.07 ,62.96 ,43.04 ,27.62 ,14.27 ,7.47 ,0.24 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1429,DLKr,Dalston Kingsland,2,8771.84 ,265.08 ,2156.96 ,2567.08 ,2218.21 ,1008.07 ,556.44 ,0.00 ,3.35 ,11.89 ,20.27 ,31.17 ,47.45 ,67.22 ,83.73 ,105.73 ,131.29 ,158.38 ,188.95 ,213.81 ,225.91 ,232.42 ,227.43 ,205.10 ,177.47 ,156.49 ,133.99 ,115.66 ,102.10 ,97.62 ,96.19 ,92.58 ,91.45 ,93.64 ,95.86 ,94.53 ,96.94 ,99.32 ,103.68 ,105.01 ,105.84 ,110.34 ,112.09 ,109.24 ,109.17 ,112.50 ,113.23 ,114.55 ,122.35 ,130.89 ,142.29 ,154.08 ,163.67 ,176.87 ,186.68 ,194.21 ,197.35 ,204.33 ,204.15 ,202.20 ,191.21 ,180.63 ,162.81 ,139.98 ,120.41 ,105.84 ,90.58 ,79.72 ,73.31 ,67.58 ,64.68 ,62.65 ,64.40 ,67.43 ,71.49 ,75.96 ,79.25 ,81.34 ,77.83 ,71.30 ,58.28 ,45.88 ,31.75 ,19.16 ,9.25 ,4.45 ,1.99 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
557,DEBu,Debden,6,3420.79 ,442.07 ,1117.74 ,931.73 ,741.85 ,152.53 ,34.86 ,9.57 ,18.68 ,32.41 ,50.12 ,65.41 ,79.99 ,89.73 ,96.16 ,102.91 ,115.57 ,126.49 ,130.76 ,127.94 ,116.84 ,98.89 ,79.03 ,66.45 ,57.61 ,49.46 ,45.78 ,42.55 ,38.37 ,36.01 ,34.10 ,31.76 ,30.06 ,30.40 ,30.79 ,32.78 ,34.62 ,36.07 ,35.22 ,34.76 ,31.81 ,29.87 ,29.77 ,31.04 ,37.48 ,42.82 ,46.54 ,52.33 ,59.05 ,60.96 ,62.56 ,69.60 ,71.63 ,80.53 ,80.21 ,84.33 ,77.82 ,71.86 ,57.41 ,50.53 ,38.37 ,32.23 ,27.35 ,21.69 ,16.52 ,15.37 ,14.42 ,12.39 ,11.81 ,11.92 ,10.89 ,9.61 ,9.67 ,9.63 ,8.61 ,7.62 ,6.75 ,5.23 ,3.60 ,2.78 ,2.31 ,1.82 ,1.55 ,1.24 ,0.94 ,0.38 ,0.24 ,0.08 ,0.02 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.10 ,0.10 ,0.10 
5421,DMKr,Denmark Hill,2,11982.12 ,328.01 ,3019.93 ,2961.82 ,4522.18 ,995.47 ,154.72 ,1.31 ,2.57 ,9.40 ,15.03 ,33.49 ,55.12 ,92.44 ,118.65 ,169.75 ,210.92 ,293.39 ,306.55 ,359.88 ,344.05 ,350.92 ,270.80 ,251.48 ,183.34 ,163.43 ,115.42 ,111.53 ,93.67 ,96.28 ,93.22 ,96.03 ,91.87 ,102.73 ,102.04 ,105.78 ,100.45 ,107.25 ,99.80 ,99.35 ,93.51 ,101.28 ,97.82 ,103.12 ,107.16 ,127.38 ,138.52 ,165.54 ,189.52 ,254.74 ,283.23 ,349.64 ,384.59 ,485.58 ,479.23 ,520.68 ,480.56 ,478.70 ,369.17 ,332.95 ,252.15 ,224.72 ,164.21 ,144.78 ,120.50 ,118.36 ,103.09 ,96.01 ,90.09 ,79.79 ,65.51 ,54.06 ,48.33 ,40.86 ,34.09 ,28.24 ,25.70 ,22.70 ,19.82 ,17.27 ,15.41 ,11.35 ,7.44 ,4.42 ,1.90 ,0.46 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
897,DEBd,Deptford Bridge,2/3,4062.99 ,193.49 ,1297.39 ,1191.79 ,865.63 ,361.01 ,153.69 ,4.23 ,7.53 ,11.49 ,17.05 ,25.10 ,32.19 ,41.44 ,54.45 ,69.82 ,86.11 ,107.62 ,129.45 ,144.57 ,151.38 ,147.06 ,131.71 ,109.72 ,89.03 ,70.86 ,60.07 ,52.18 ,48.71 ,46.09 ,45.44 ,45.21 ,43.88 ,43.87 ,44.39 ,43.98 ,43.58 ,45.64 ,46.12 ,44.96 ,45.02 ,46.20 ,46.73 ,46.86 ,47.82 ,51.49 ,55.73 ,58.45 ,61.13 ,67.83 ,70.45 ,71.94 ,73.30 ,77.09 ,77.03 ,77.44 ,77.64 ,77.38 ,74.92 ,71.74 ,67.58 ,62.51 ,57.05 ,50.69 ,44.08 ,39.13 ,33.47 ,28.65 ,25.41 ,24.79 ,23.63 ,23.44 ,22.75 ,23.27 ,21.71 ,20.52 ,19.19 ,19.13 ,17.73 ,16.13 ,13.68 ,12.34 ,10.39 ,8.23 ,6.47 ,5.12 ,3.01 ,1.31 ,0.43 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
867,DERd,Devons Road,2,3280.20 ,130.48 ,1074.90 ,1102.46 ,684.65 ,230.52 ,57.19 ,2.50 ,4.88 ,8.68 ,13.14 ,17.92 ,21.18 ,27.48 ,34.71 ,45.88 ,59.86 ,82.78 ,109.67 ,125.64 ,129.92 ,127.00 ,113.53 ,90.75 ,73.83 ,61.96 ,54.09 ,48.46 ,43.14 ,40.83 ,41.07 ,40.79 ,39.22 ,39.09 ,39.35 ,38.46 ,37.53 ,39.56 ,40.22 ,40.09 ,39.61 ,40.59 ,40.06 ,41.01 ,41.39 ,44.93 ,49.76 ,60.95 ,67.18 ,73.78 ,75.40 ,76.12 ,67.56 ,67.58 ,63.29 ,62.56 ,58.79 ,58.53 ,53.16 ,50.16 ,45.97 ,42.77 ,38.17 ,33.57 ,30.71 ,27.76 ,24.07 ,20.05 ,17.08 ,14.87 ,13.42 ,12.70 ,12.17 ,12.31 ,11.83 ,10.38 ,9.20 ,8.59 ,7.05 ,5.65 ,4.63 ,3.90 ,2.72 ,2.00 ,1.38 ,1.09 ,0.47 ,0.14 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
558,DHLu,Dollis Hill,3,5319.10 ,404.44 ,1963.51 ,1544.33 ,997.77 ,338.51 ,70.54 ,8.49 ,14.53 ,24.38 ,35.80 ,49.35 ,68.10 ,91.39 ,112.41 ,143.14 ,164.66 ,198.23 ,206.45 ,220.10 ,201.23 ,196.79 ,165.82 ,147.73 ,118.51 ,108.48 ,92.37 ,81.62 ,74.32 ,71.65 ,69.06 ,64.80 ,60.47 ,60.38 ,58.97 ,57.90 ,56.09 ,57.51 ,56.60 ,56.41 ,56.13 ,58.69 ,60.27 ,62.45 ,64.27 ,66.39 ,66.79 ,68.45 ,68.95 ,72.01 ,74.15 ,75.74 ,77.31 ,88.36 ,92.40 ,97.79 ,98.18 ,98.77 ,89.25 ,82.57 ,72.96 ,66.02 ,58.42 ,48.57 ,41.16 ,35.58 ,32.48 ,29.49 ,28.00 ,25.96 ,24.38 ,21.37 ,18.07 ,17.61 ,15.83 ,12.87 ,10.85 ,9.22 ,6.99 ,5.69 ,5.79 ,5.30 ,4.72 ,3.65 ,2.89 ,1.50 ,0.80 ,0.27 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
9468,DDRt,Dundonald Road,3,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
560,EBYu,Ealing Broadway,3,18401.45 ,1425.52 ,5953.94 ,4900.97 ,4183.39 ,1523.61 ,414.03 ,26.44 ,54.54 ,93.82 ,144.45 ,194.55 ,247.33 ,306.84 ,357.55 ,415.16 ,478.59 ,559.88 ,632.45 ,672.94 ,666.05 ,627.80 ,547.70 ,441.59 ,356.64 ,297.16 ,257.97 ,227.70 ,208.31 ,203.24 ,198.00 ,189.97 ,186.74 ,189.92 ,190.46 ,191.39 ,191.32 ,196.76 ,201.45 ,198.56 ,194.19 ,198.27 ,196.86 ,191.88 ,189.97 ,191.42 ,202.22 ,210.35 ,224.30 ,251.90 ,275.79 ,299.24 ,325.04 ,360.46 ,381.40 ,401.29 ,400.99 ,402.50 ,383.13 ,356.34 ,322.73 ,294.04 ,256.21 ,216.19 ,185.10 ,163.55 ,141.54 ,125.54 ,117.24 ,109.87 ,101.79 ,95.49 ,91.30 ,90.26 ,85.73 ,78.95 ,72.29 ,63.55 ,51.76 ,41.77 ,33.80 ,23.64 ,16.00 ,11.05 ,6.18 ,2.06 ,1.78 ,1.64 ,0.43 ,0.34 ,0.27 ,0.27 ,0.27 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.19 ,2.60 ,2.60 ,2.60 
561,ECMu,Ealing Common,3,3269.35 ,214.87 ,1173.80 ,917.04 ,656.80 ,231.84 ,75.00 ,3.65 ,7.44 ,12.95 ,19.79 ,27.13 ,35.80 ,48.12 ,59.98 ,74.63 ,95.90 ,117.48 ,129.89 ,137.34 ,134.82 ,121.06 ,102.10 ,84.65 ,68.72 ,57.36 ,49.85 ,43.76 ,39.34 ,39.03 ,38.45 ,36.63 ,36.16 ,36.01 ,36.73 ,36.42 ,36.50 ,35.81 ,37.18 ,34.83 ,34.52 ,34.39 ,36.74 ,35.43 ,35.29 ,37.19 ,38.44 ,39.45 ,42.68 ,46.26 ,49.81 ,52.74 ,54.42 ,57.82 ,59.88 ,59.99 ,60.31 ,61.36 ,58.20 ,55.34 ,51.20 ,45.85 ,39.71 ,33.99 ,28.00 ,23.39 ,21.27 ,18.44 ,17.30 ,16.35 ,15.98 ,15.06 ,14.47 ,13.84 ,13.75 ,12.81 ,11.39 ,10.42 ,9.12 ,7.58 ,5.73 ,4.50 ,3.31 ,2.33 ,1.50 ,0.94 ,0.63 ,0.44 ,0.18 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.04 ,1.35 ,1.35 ,1.35 
562,ECTu,Earl's Court,1/2,24348.62 ,588.86 ,6105.27 ,7868.99 ,6361.25 ,2503.13 ,921.12 ,12.51 ,20.45 ,33.07 ,49.47 ,69.79 ,95.10 ,131.45 ,177.00 ,233.08 ,303.65 ,401.50 ,504.47 ,598.52 ,653.50 ,674.16 ,647.84 ,602.35 ,536.34 ,491.06 ,458.80 ,435.83 ,404.40 ,389.18 ,369.91 ,347.06 ,325.82 ,317.56 ,308.19 ,302.41 ,294.63 ,291.85 ,287.58 ,284.77 ,278.04 ,283.66 ,282.70 ,283.56 ,279.97 ,293.16 ,301.94 ,324.25 ,349.30 ,398.66 ,434.56 ,469.52 ,492.53 ,546.83 ,563.20 ,574.23 ,583.57 ,608.93 ,578.86 ,547.33 ,512.22 ,475.13 ,408.91 ,352.13 ,307.21 ,275.69 ,241.80 ,216.12 ,194.76 ,180.91 ,166.54 ,150.65 ,141.79 ,140.79 ,134.73 ,126.76 ,122.78 ,122.09 ,114.05 ,105.32 ,91.35 ,78.62 ,59.29 ,41.22 ,26.85 ,17.91 ,9.20 ,4.19 ,1.48 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
563,EACu,East Acton,2,4623.40 ,294.24 ,1409.21 ,1345.00 ,1223.14 ,297.14 ,54.67 ,3.93 ,9.21 ,16.88 ,28.18 ,39.59 ,51.69 ,66.12 ,78.66 ,90.05 ,103.66 ,120.93 ,139.66 ,152.18 ,154.05 ,150.54 ,137.32 ,113.61 ,93.45 ,80.99 ,72.78 ,63.88 ,59.95 ,58.55 ,58.08 ,54.21 ,52.22 ,52.42 ,52.08 ,49.97 ,50.00 ,51.72 ,51.87 ,51.24 ,49.40 ,50.69 ,52.03 ,50.06 ,48.57 ,52.31 ,55.59 ,60.28 ,65.22 ,73.27 ,81.38 ,90.41 ,95.64 ,108.93 ,119.89 ,122.93 ,123.29 ,125.95 ,118.45 ,101.24 ,87.98 ,72.68 ,55.75 ,42.18 ,38.04 ,35.90 ,32.71 ,29.44 ,26.03 ,22.46 ,18.39 ,15.56 ,13.09 ,12.17 ,11.16 ,9.64 ,8.17 ,7.36 ,6.47 ,5.34 ,4.42 ,4.02 ,3.21 ,2.14 ,1.73 ,0.98 ,0.62 ,0.31 ,0.26 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
9470,ECRt,East Croydon Trams,4,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
565,EFYu,East Finchley,3,9072.93 ,480.28 ,3937.27 ,2424.72 ,1709.24 ,422.97 ,98.45 ,6.55 ,14.05 ,23.60 ,37.24 ,58.97 ,80.22 ,109.47 ,150.19 ,196.64 ,252.46 ,319.75 ,394.20 ,431.87 ,444.87 ,442.29 ,404.58 ,337.72 ,281.79 ,238.05 ,193.04 ,160.23 ,137.60 ,128.31 ,123.33 ,115.36 ,109.83 ,107.38 ,105.47 ,99.18 ,93.09 ,90.67 ,91.00 ,87.13 ,84.26 ,84.45 ,85.13 ,80.07 ,75.74 ,79.04 ,82.00 ,85.45 ,94.64 ,108.65 ,116.69 ,125.26 ,134.06 ,145.73 ,157.63 ,167.22 ,168.99 ,170.15 ,160.26 ,145.31 ,127.15 ,112.87 ,94.61 ,78.40 ,62.24 ,50.86 ,40.38 ,33.46 ,28.37 ,25.40 ,23.09 ,22.08 ,19.74 ,19.75 ,19.20 ,17.44 ,16.20 ,15.10 ,12.79 ,10.15 ,8.58 ,6.89 ,4.89 ,3.13 ,1.89 ,0.96 ,0.26 ,0.18 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
566,EHMu,East Ham,3/4,17258.29 ,2965.49 ,5543.51 ,5031.78 ,2437.80 ,1043.85 ,235.84 ,75.66 ,133.80 ,232.82 ,343.63 ,443.74 ,539.32 ,598.02 ,598.52 ,563.24 ,541.25 ,527.17 ,522.48 ,523.56 ,516.68 ,503.09 ,460.11 ,409.81 ,360.58 ,328.55 ,286.98 ,256.02 ,236.40 ,229.85 ,220.70 ,207.74 ,198.43 ,194.53 ,187.04 ,183.31 ,186.91 ,197.50 ,205.79 ,207.87 ,206.15 ,210.38 ,210.97 ,203.95 ,201.13 ,207.92 ,208.55 ,207.20 ,211.90 ,224.46 ,227.07 ,227.70 ,230.33 ,232.28 ,232.66 ,230.01 ,219.68 ,210.02 ,197.78 ,179.27 ,164.85 ,163.85 ,149.38 ,134.67 ,120.91 ,110.46 ,94.54 ,87.51 ,82.54 ,80.76 ,77.19 ,70.66 ,66.85 ,61.87 ,55.88 ,48.29 ,40.78 ,35.38 ,29.50 ,22.81 ,18.56 ,15.32 ,10.23 ,6.93 ,4.18 ,1.89 ,0.94 ,0.47 ,0.31 ,0.25 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
883,EAId,East India,2/3,7003.57 ,206.46 ,1574.60 ,2316.62 ,2222.83 ,557.21 ,125.84 ,3.53 ,6.22 ,11.41 ,17.48 ,26.29 ,35.35 ,46.72 ,59.46 ,77.10 ,93.94 ,117.39 ,146.27 ,169.40 ,177.36 ,173.31 ,161.91 ,140.00 ,117.91 ,103.51 ,96.51 ,87.12 ,78.27 ,72.34 ,69.60 ,68.70 ,67.86 ,70.26 ,71.47 ,72.04 ,73.20 ,81.92 ,88.96 ,93.26 ,96.80 ,100.10 ,98.59 ,96.20 ,100.07 ,106.91 ,114.88 ,125.28 ,144.96 ,163.91 ,173.92 ,190.68 ,217.50 ,239.72 ,245.19 ,249.41 ,237.93 ,209.38 ,174.11 ,145.59 ,122.37 ,103.79 ,87.17 ,73.49 ,65.74 ,59.46 ,54.24 ,53.11 ,50.08 ,47.78 ,41.95 ,37.07 ,29.63 ,24.63 ,20.04 ,18.52 ,16.78 ,16.22 ,15.26 ,13.63 ,11.72 ,10.36 ,8.07 ,5.82 ,3.78 ,2.83 ,1.90 ,0.95 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
567,EPYu,East Putney,2/3,9351.75 ,460.74 ,4124.47 ,2189.47 ,1967.29 ,483.85 ,125.93 ,2.65 ,7.91 ,17.16 ,30.64 ,48.38 ,74.52 ,112.86 ,166.62 ,232.13 ,320.67 ,418.75 ,493.25 ,520.57 ,504.99 ,450.90 ,367.97 ,279.91 ,214.32 ,174.58 ,146.41 ,123.74 ,110.62 ,104.53 ,101.43 ,96.35 ,94.57 ,96.60 ,97.25 ,93.85 ,91.62 ,92.21 ,90.80 ,87.55 ,84.04 ,80.77 ,76.58 ,72.65 ,71.28 ,75.18 ,75.44 ,78.01 ,84.19 ,100.56 ,109.64 ,123.90 ,141.62 ,161.82 ,171.93 ,187.40 ,197.90 ,200.60 ,194.76 ,179.92 ,158.62 ,136.51 ,112.31 ,89.46 ,71.90 ,58.36 ,46.48 ,39.22 ,32.23 ,27.92 ,25.78 ,24.16 ,22.24 ,23.40 ,22.70 ,21.22 ,19.69 ,19.91 ,15.89 ,14.16 ,11.25 ,9.02 ,5.53 ,4.25 ,2.38 ,1.40 ,0.69 ,0.35 ,0.17 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
