503,ALEu,Aldgate East,1,10620.14 ,15.90 ,565.00 ,4814.36 ,2783.66 ,1708.47 ,732.75 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.55 ,3.54 ,11.80 ,17.67 ,25.10 ,30.02 ,33.07 ,34.12 ,38.65 ,41.90 ,47.04 ,59.11 ,67.71 ,79.34 ,91.29 ,112.10 ,126.32 ,143.84 ,152.76 ,169.34 ,181.39 ,189.08 ,191.88 ,206.69 ,216.26 ,217.24 ,216.96 ,223.17 ,223.91 ,218.10 ,213.56 ,224.37 ,229.13 ,228.55 ,226.17 ,235.46 ,229.35 ,221.90 ,216.82 ,224.52 ,220.33 ,219.68 ,217.73 ,226.21 ,231.94 ,236.32 ,238.63 ,250.20 ,249.87 ,240.48 ,227.74 ,218.04 ,192.67 ,171.60 ,149.93 ,141.58 ,128.03 ,126.59 ,120.19 ,121.06 ,112.13 ,114.64 ,112.00 ,109.27 ,103.15 ,101.02 ,91.20 ,80.35 ,70.96 ,59.08 ,45.72 ,32.01 ,20.92 ,11.54 ,5.70 ,1.82 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
850,ALSd,All Saints,2,1265.64 ,2.47 ,96.98 ,499.76 ,330.26 ,210.59 ,125.58 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.87 ,1.60 ,2.59 ,3.90 ,5.29 ,5.71 ,6.34 ,6.56 ,6.94 ,8.62 ,10.87 ,11.86 ,13.18 ,15.12 ,14.82 ,14.76 ,15.87 ,16.43 ,16.36 ,16.77 ,15.97 ,15.52 ,15.80 ,16.60 ,17.43 ,18.45 ,20.37 ,21.85 ,21.89 ,22.82 ,24.75 ,25.76 ,26.63 ,27.39 ,28.14 ,28.60 ,28.18 ,28.61 ,29.13 ,28.10 ,27.34 ,27.31 ,26.18 ,26.28 ,27.37 ,27.63 ,28.35 ,28.40 ,27.49 ,26.68 ,24.22 ,21.77 ,20.15 ,20.28 ,18.73 ,18.68 ,16.99 ,15.78 ,14.56 ,13.08 ,12.98 ,13.36 ,14.70 ,14.23 ,14.93 ,15.80 ,16.64 ,16.28 ,12.97 ,10.34 ,6.48 ,3.21 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
505,ALPu,Alperton,4,2253.82 ,2.29 ,171.90 ,916.39 ,575.98 ,365.15 ,222.11 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.15 ,0.52 ,1.63 ,3.44 ,7.99 ,10.07 ,12.99 ,14.16 ,15.94 ,13.40 ,16.14 ,15.68 ,19.81 ,19.03 ,23.25 ,21.84 ,26.92 ,24.64 ,29.97 ,27.70 ,34.14 ,31.50 ,37.33 ,34.39 ,40.41 ,35.74 ,43.61 ,39.53 ,46.54 ,41.94 ,48.30 ,41.20 ,46.11 ,40.07 ,45.85 ,40.49 ,46.96 ,42.05 ,49.16 ,45.33 ,51.43 ,44.66 ,53.18 ,45.92 ,51.43 ,45.78 ,51.80 ,44.36 ,51.06 ,43.84 ,47.18 ,40.21 ,42.25 ,32.85 ,35.30 ,28.81 ,31.95 ,26.26 ,29.40 ,24.45 ,26.77 ,22.10 ,24.78 ,20.55 ,25.72 ,23.16 ,27.74 ,26.24 ,29.59 ,23.85 ,20.76 ,12.92 ,8.44 ,2.85 ,0.29 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
506,AMEu,Amersham,9,1119.44 ,0.60 ,45.20 ,403.31 ,303.97 ,260.00 ,106.36 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.60 ,0.60 ,0.61 ,0.61 ,0.97 ,2.06 ,3.50 ,3.49 ,5.24 ,6.89 ,7.31 ,5.86 ,8.06 ,9.71 ,10.33 ,8.23 ,11.54 ,14.90 ,16.45 ,13.82 ,17.18 ,20.60 ,20.24 ,15.30 ,19.98 ,23.24 ,21.27 ,16.06 ,20.43 ,22.23 ,19.93 ,15.16 ,18.50 ,19.92 ,17.72 ,13.41 ,17.14 ,19.69 ,17.40 ,17.60 ,21.40 ,25.28 ,24.03 ,26.62 ,28.04 ,32.45 ,29.83 ,31.46 ,30.17 ,30.74 ,26.56 ,27.42 ,24.85 ,24.47 ,20.45 ,21.61 ,18.99 ,19.18 ,17.73 ,15.28 ,12.71 ,13.78 ,11.14 ,9.43 ,11.31 ,11.83 ,9.27 ,9.46 ,8.18 ,8.51 ,5.39 ,3.64 ,2.21 ,2.21 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
9442,AMPt,Ampere Way,4,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
5397,ANYr,Anerley,4,720.23 ,0.00 ,28.57 ,220.18 ,217.00 ,157.95 ,96.53 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.07 ,0.07 ,0.74 ,0.79 ,1.82 ,1.81 ,3.30 ,2.93 ,4.57 ,3.86 ,5.01 ,3.61 ,4.60 ,3.08 ,4.26 ,3.44 ,4.70 ,3.51 ,4.46 ,4.50 ,5.45 ,5.70 ,7.77 ,9.08 ,10.10 ,11.60 ,12.69 ,12.83 ,13.22 ,13.62 ,13.48 ,13.92 ,14.21 ,14.36 ,14.59 ,15.01 ,15.53 ,16.78 ,18.26 ,18.69 ,19.79 ,19.51 ,19.14 ,18.29 ,18.07 ,17.30 ,18.08 ,17.56 ,17.66 ,17.02 ,16.72 ,14.91 ,14.77 ,13.25 ,12.78 ,11.55 ,11.11 ,10.21 ,9.53 ,8.42 ,8.36 ,7.99 ,6.94 ,7.14 ,7.02 ,6.07 ,5.51 ,4.66 ,6.98 ,9.31 ,8.37 ,7.40 ,7.40 ,3.37 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
507,ANGu,Angel,1,12003.15 ,0.04 ,742.45 ,6191.05 ,3140.73 ,1476.54 ,452.33 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.04 ,1.52 ,5.53 ,12.83 ,22.03 ,35.13 ,48.29 ,59.94 ,72.67 ,92.03 ,111.29 ,130.05 ,151.15 ,175.78 ,194.38 ,205.63 ,218.45 ,228.19 ,230.58 ,231.95 ,238.78 ,246.92 ,260.33 ,269.84 ,278.04 ,290.37 ,300.33 ,298.25 ,298.46 ,297.71 ,291.03 ,280.42 ,278.17 ,273.67 ,271.47 ,266.81 ,265.49 ,262.46 ,263.69 ,260.45 ,260.67 ,259.11 ,263.49 ,267.83 ,273.55 ,273.29 ,269.65 ,254.22 ,232.31 ,206.87 ,182.57 ,158.87 ,142.37 ,126.85 ,113.41 ,105.04 ,99.46 ,90.84 ,87.46 ,84.17 ,78.64 ,75.63 ,70.69 ,65.95 ,61.38 ,56.99 ,46.43 ,35.01 ,22.71 ,13.18 ,4.35 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
508,ARCu,Archway,2/3,6183.82 ,52.78 ,423.14 ,2208.08 ,1776.66 ,1199.34 ,523.82 ,1.84 ,3.42 ,5.15 ,7.19 ,7.90 ,8.10 ,8.95 ,10.23 ,14.28 ,20.31 ,23.93 ,31.19 ,35.50 ,37.76 ,38.28 ,42.90 ,41.91 ,44.04 ,45.52 ,47.51 ,48.90 ,52.76 ,56.72 ,61.21 ,68.17 ,74.26 ,76.58 ,78.89 ,81.99 ,85.08 ,87.58 ,93.20 ,98.49 ,103.49 ,105.98 ,108.79 ,109.45 ,110.93 ,111.46 ,112.59 ,114.86 ,119.35 ,121.48 ,125.87 ,128.33 ,133.67 ,137.40 ,144.68 ,149.45 ,155.89 ,157.40 ,161.21 ,158.92 ,155.40 ,149.07 ,145.24 ,136.28 ,125.71 ,116.61 ,111.00 ,101.05 ,95.73 ,92.77 ,90.32 ,85.21 ,82.99 ,80.30 ,81.36 ,79.99 ,77.49 ,75.04 ,68.41 ,63.17 ,56.27 ,43.51 ,30.33 ,20.74 ,8.84 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.01 ,0.01 ,0.01 ,0.01 ,0.01 ,0.00 
9443,ARNt,Arena,4,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
509,AGRu,Arnos Grove,4,3073.38 ,54.34 ,184.04 ,1022.54 ,899.51 ,631.50 ,281.44 ,2.25 ,3.12 ,4.83 ,5.69 ,8.15 ,8.81 ,10.04 ,11.45 ,13.86 ,13.34 ,13.16 ,13.86 ,13.39 ,12.46 ,12.98 ,14.15 ,14.90 ,17.94 ,20.47 ,23.52 ,23.96 ,26.67 ,25.54 ,26.17 ,25.50 ,27.40 ,27.67 ,31.44 ,33.24 ,37.21 ,39.86 ,44.47 ,45.73 ,48.02 ,48.19 ,53.52 ,53.70 ,55.04 ,56.16 ,59.78 ,56.62 ,56.57 ,57.54 ,62.55 ,64.19 ,69.82 ,72.47 ,74.04 ,75.35 ,76.74 ,77.01 ,76.98 ,78.66 ,79.28 ,77.75 ,77.24 ,75.92 ,72.70 ,63.81 ,60.26 ,52.87 ,50.26 ,45.98 ,46.25 ,41.92 ,42.37 ,39.40 ,39.75 ,36.48 ,36.34 ,32.45 ,31.74 ,28.74 ,27.54 ,24.01 ,20.57 ,16.09 ,12.03 ,7.36 ,4.39 ,2.73 ,0.96 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
