9464,COOt,Coombe Lane,4,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
553,COVu,Covent Garden,1,20804.04 ,214.92 ,2803.21 ,9188.20 ,6036.56 ,2270.64 ,290.50 ,0.31 ,1.03 ,4.15 ,12.13 ,23.60 ,39.88 ,56.03 ,77.80 ,101.97 ,128.39 ,151.19 ,183.13 ,212.72 ,243.59 ,264.07 ,288.25 ,299.42 ,310.28 ,309.53 ,310.67 ,306.57 ,322.87 ,321.65 ,325.75 ,338.22 ,377.83 ,386.89 ,405.60 ,425.08 ,457.04 ,440.57 ,433.97 ,425.58 ,431.99 ,399.65 ,388.07 ,377.82 ,387.95 ,365.14 ,361.65 ,365.07 ,384.12 ,372.13 ,387.01 ,405.80 ,423.87 ,432.23 ,466.79 ,489.89 ,516.38 ,535.70 ,556.98 ,566.38 ,570.55 ,549.90 ,522.10 ,465.92 ,392.56 ,316.04 ,252.18 ,189.87 ,150.47 ,124.00 ,102.38 ,85.58 ,75.13 ,62.39 ,54.11 ,49.19 ,46.04 ,41.60 ,38.49 ,33.99 ,27.42 ,19.77 ,14.28 ,9.05 ,5.11 ,3.16 ,1.89 ,0.53 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
854,CROd,Crossharbour,2,4760.56 ,112.51 ,928.51 ,1257.34 ,1305.57 ,762.91 ,393.72 ,0.83 ,1.94 ,4.89 ,8.24 ,13.91 ,20.43 ,25.68 ,36.61 ,47.79 ,59.91 ,70.03 ,88.88 ,94.94 ,105.34 ,101.30 ,97.11 ,82.86 ,74.38 ,55.87 ,50.09 ,46.84 ,44.79 ,38.02 ,42.11 ,40.00 ,40.06 ,36.61 ,42.13 ,38.41 ,45.40 ,42.00 ,50.01 ,47.05 ,52.81 ,47.23 ,53.85 ,48.81 ,55.54 ,50.60 ,59.70 ,64.89 ,80.85 ,87.54 ,102.08 ,103.54 ,106.28 ,104.72 ,107.09 ,104.27 ,112.92 ,116.78 ,117.98 ,112.79 ,114.52 ,107.19 ,97.50 ,88.46 ,88.62 ,75.18 ,70.70 ,62.91 ,62.22 ,51.14 ,57.52 ,50.27 ,55.39 ,47.45 ,53.06 ,46.85 ,54.51 ,46.24 ,50.92 ,43.19 ,40.68 ,29.37 ,28.57 ,18.80 ,15.11 ,9.84 ,6.07 ,2.41 ,1.14 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
7406,CRHr,Crouch Hill,3,1882.07 ,22.69 ,673.72 ,411.24 ,505.70 ,207.15 ,61.58 ,0.00 ,0.00 ,0.02 ,0.15 ,0.87 ,2.44 ,5.22 ,13.99 ,32.11 ,51.16 ,69.89 ,84.28 ,91.24 ,84.92 ,73.82 ,57.97 ,45.37 ,34.47 ,26.76 ,21.75 ,20.87 ,20.92 ,19.34 ,17.84 ,17.28 ,16.75 ,15.02 ,13.72 ,14.12 ,15.42 ,14.02 ,14.28 ,15.32 ,15.43 ,13.77 ,15.30 ,14.95 ,14.85 ,14.96 ,15.94 ,17.18 ,19.71 ,24.97 ,29.28 ,34.12 ,38.10 ,40.82 ,40.91 ,42.94 ,44.11 ,44.70 ,45.45 ,47.35 ,45.34 ,44.33 ,37.53 ,33.76 ,28.24 ,23.90 ,18.38 ,18.51 ,15.82 ,13.26 ,11.85 ,11.34 ,11.61 ,10.78 ,9.68 ,10.37 ,9.54 ,7.49 ,7.62 ,8.05 ,6.31 ,4.60 ,4.07 ,2.41 ,0.99 ,0.12 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
554,CRXu,Croxley,7,1545.30 ,17.31 ,400.92 ,199.10 ,448.28 ,325.19 ,154.50 ,0.01 ,0.03 ,0.13 ,0.50 ,1.58 ,3.01 ,5.35 ,6.71 ,9.70 ,15.43 ,35.79 ,48.37 ,62.51 ,65.22 ,60.14 ,41.51 ,28.71 ,14.91 ,9.77 ,8.87 ,6.72 ,5.60 ,4.64 ,4.64 ,4.64 ,4.51 ,4.31 ,4.45 ,4.67 ,5.09 ,5.26 ,5.89 ,6.12 ,6.56 ,6.96 ,7.51 ,7.66 ,8.18 ,9.10 ,13.16 ,14.95 ,17.71 ,19.42 ,21.37 ,23.15 ,26.08 ,29.77 ,31.53 ,40.01 ,38.17 ,38.26 ,43.28 ,45.11 ,37.86 ,47.43 ,47.63 ,42.44 ,43.97 ,44.17 ,33.93 ,32.49 ,28.16 ,21.54 ,18.57 ,16.54 ,14.55 ,14.11 ,14.72 ,13.90 ,13.55 ,13.47 ,13.07 ,12.76 ,13.46 ,13.88 ,13.09 ,12.55 ,12.36 ,9.56 ,6.55 ,4.24 ,2.06 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
5356,CYPr,Crystal Palace,3/4,5710.29 ,16.98 ,584.74 ,840.52 ,1929.81 ,1546.59 ,791.64 ,0.00 ,0.00 ,0.01 ,0.09 ,0.58 ,1.57 ,4.06 ,10.67 ,19.71 ,34.85 ,48.85 ,62.13 ,69.11 ,71.64 ,63.52 ,59.26 ,49.12 ,40.98 ,34.56 ,31.03 ,24.15 ,23.24 ,22.29 ,21.29 ,21.48 ,22.50 ,22.48 ,21.90 ,22.60 ,24.46 ,25.26 ,27.15 ,29.93 ,33.19 ,34.97 ,38.27 ,40.75 ,44.78 ,45.78 ,49.94 ,52.63 ,59.13 ,61.68 ,70.66 ,76.26 ,90.40 ,95.04 ,111.24 ,122.15 ,152.20 ,160.75 ,196.12 ,209.09 ,239.57 ,233.92 ,243.07 ,220.94 ,210.36 ,176.92 ,159.00 ,132.30 ,122.75 ,101.51 ,94.27 ,82.10 ,88.01 ,74.14 ,84.30 ,78.75 ,90.58 ,82.50 ,93.63 ,83.39 ,85.42 ,71.63 ,72.03 ,51.38 ,40.84 ,25.44 ,15.53 ,0.51 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
887,CUHd,Custom House,3,6603.36 ,364.21 ,1955.01 ,2099.76 ,1483.62 ,521.56 ,179.19 ,3.28 ,11.53 ,18.85 ,33.38 ,51.45 ,58.13 ,82.31 ,105.29 ,121.16 ,142.03 ,166.26 ,172.09 ,189.34 ,188.28 ,189.97 ,187.13 ,176.70 ,154.90 ,143.78 ,123.37 ,105.97 ,100.87 ,95.33 ,94.90 ,88.42 ,93.48 ,82.99 ,81.53 ,78.40 ,82.70 ,78.81 ,86.86 ,82.04 ,85.12 ,78.36 ,80.57 ,74.01 ,76.76 ,73.66 ,83.91 ,84.44 ,97.58 ,106.01 ,107.00 ,117.00 ,128.16 ,128.66 ,137.22 ,151.24 ,144.10 ,142.93 ,132.39 ,118.76 ,105.82 ,95.77 ,81.58 ,73.82 ,64.74 ,52.22 ,48.19 ,40.25 ,40.02 ,33.54 ,38.01 ,32.53 ,34.63 ,31.28 ,32.34 ,28.06 ,28.42 ,22.82 ,21.42 ,17.32 ,15.81 ,12.06 ,11.01 ,7.59 ,6.71 ,3.81 ,2.38 ,1.23 ,0.55 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
879,CUSd,Cutty Sark,2/3,9012.57 ,96.20 ,1414.33 ,3932.17 ,2018.25 ,1067.78 ,483.84 ,1.32 ,3.92 ,4.34 ,8.03 ,11.46 ,16.70 ,20.47 ,29.96 ,37.63 ,48.18 ,54.31 ,69.77 ,98.33 ,135.15 ,150.18 ,164.72 ,178.65 ,176.41 ,150.46 ,150.52 ,158.43 ,166.21 ,162.81 ,168.99 ,180.57 ,183.13 ,172.38 ,170.69 ,182.52 ,177.07 ,172.86 ,171.09 ,176.56 ,170.01 ,164.72 ,158.53 ,160.75 ,155.60 ,149.88 ,146.33 ,147.67 ,145.03 ,143.12 ,147.20 ,148.18 ,154.74 ,158.91 ,164.94 ,161.94 ,173.67 ,177.85 ,183.80 ,178.72 ,182.52 ,173.33 ,159.65 ,136.77 ,128.24 ,114.18 ,99.66 ,88.86 ,84.37 ,75.85 ,70.60 ,69.49 ,67.48 ,66.78 ,65.50 ,63.56 ,61.34 ,60.98 ,58.37 ,54.74 ,49.81 ,41.73 ,32.58 ,24.09 ,16.71 ,10.04 ,6.03 ,2.72 ,1.15 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
893,CYPd,Cyprus,3,3668.51 ,79.22 ,783.72 ,1768.50 ,643.33 ,254.26 ,139.48 ,2.49 ,3.95 ,8.23 ,11.22 ,13.56 ,13.51 ,13.76 ,12.50 ,12.20 ,13.11 ,15.63 ,23.85 ,39.65 ,60.29 ,80.51 ,90.16 ,106.43 ,114.30 ,116.19 ,111.40 ,112.76 ,106.05 ,100.01 ,86.11 ,80.68 ,77.46 ,70.72 ,62.10 ,65.60 ,67.22 ,72.50 ,73.17 ,79.54 ,83.51 ,86.12 ,79.45 ,78.42 ,68.66 ,58.96 ,51.23 ,52.30 ,48.90 ,53.05 ,53.98 ,54.54 ,49.11 ,50.73 ,49.65 ,54.94 ,59.33 ,64.47 ,64.19 ,61.69 ,51.77 ,44.84 ,38.06 ,33.57 ,28.18 ,27.49 ,21.95 ,21.65 ,18.13 ,19.00 ,16.52 ,18.93 ,15.45 ,16.81 ,16.59 ,17.45 ,14.95 ,16.71 ,14.46 ,13.02 ,11.66 ,11.77 ,9.19 ,9.30 ,7.16 ,5.82 ,3.54 ,2.81 ,1.28 ,0.37 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
555,DGEu,Dagenham East,5,3973.58 ,72.75 ,565.92 ,792.43 ,1499.61 ,734.91 ,307.97 ,0.88 ,1.27 ,3.45 ,5.36 ,6.97 ,12.53 ,18.47 ,23.82 ,32.41 ,40.58 ,46.63 ,55.90 ,60.57 ,61.51 ,59.67 ,56.77 ,47.97 ,41.00 ,33.28 ,29.63 ,24.68 ,22.41 ,20.74 ,20.75 ,20.11 ,20.61 ,20.57 ,21.62 ,22.44 ,23.90 ,24.43 ,25.94 ,27.61 ,30.28 ,31.32 ,33.96 ,36.16 ,39.76 ,40.83 ,44.70 ,50.57 ,57.96 ,61.88 ,69.20 ,78.31 ,86.60 ,95.08 ,107.09 ,126.20 ,134.40 ,148.36 ,155.74 ,153.74 ,144.57 ,145.37 ,124.14 ,112.95 ,104.35 ,89.53 ,70.68 ,64.16 ,52.40 ,44.75 ,41.51 ,39.58 ,39.71 ,39.34 ,35.94 ,36.21 ,32.95 ,30.91 ,26.85 ,28.34 ,24.56 ,24.11 ,22.34 ,21.20 ,19.11 ,14.85 ,11.93 ,7.62 ,4.70 ,1.15 ,1.15 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
556,DGHu,Dagenham Heathway,5,7875.99 ,134.47 ,826.87 ,1757.05 ,3028.18 ,1547.30 ,582.13 ,2.78 ,3.40 ,7.71 ,10.73 ,13.12 ,23.51 ,32.85 ,40.39 ,53.37 ,65.17 ,72.88 ,78.91 ,84.37 ,79.69 ,80.28 ,74.86 ,67.85 ,60.89 ,57.63 ,50.97 ,44.52 ,44.32 ,43.28 ,42.39 ,41.29 ,44.14 ,45.26 ,45.61 ,49.69 ,53.65 ,57.18 ,61.52 ,67.37 ,71.95 ,75.73 ,79.29 ,84.74 ,89.62 ,94.59 ,102.53 ,116.78 ,122.65 ,133.55 ,145.40 ,161.76 ,185.12 ,211.29 ,233.63 ,255.35 ,283.29 ,283.36 ,296.16 ,291.56 ,298.93 ,269.91 ,257.84 ,217.64 ,201.31 ,161.45 ,143.58 ,120.13 ,116.67 ,103.50 ,105.72 ,102.22 ,98.85 ,89.62 ,86.61 ,70.40 ,67.00 ,58.38 ,59.84 ,48.64 ,50.50 ,41.40 ,43.22 ,36.78 ,35.28 ,26.87 ,21.71 ,12.94 ,6.27 ,2.44 ,0.46 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1443,DLJr,Dalston Junction,2,8523.32 ,56.23 ,1098.75 ,1984.29 ,2562.09 ,1867.10 ,954.87 ,0.00 ,0.07 ,0.24 ,1.13 ,3.91 ,8.63 ,16.69 ,25.56 ,37.26 ,51.18 ,67.01 ,82.13 ,104.98 ,117.79 ,120.57 ,119.18 ,114.31 ,100.98 ,93.51 ,89.83 ,87.28 ,85.09 ,81.32 ,76.77 ,74.85 ,72.02 ,69.44 ,68.02 ,71.41 ,72.74 ,75.08 ,75.94 ,77.98 ,77.12 ,78.37 ,78.72 ,81.65 ,85.66 ,88.39 ,90.21 ,95.54 ,100.24 ,105.96 ,114.50 ,127.34 ,137.91 ,152.90 ,165.64 ,186.45 ,207.60 ,231.49 ,253.63 ,274.60 ,281.50 ,277.48 ,265.55 ,249.41 ,225.00 ,200.60 ,178.68 ,162.29 ,142.54 ,131.11 ,122.74 ,118.13 ,112.48 ,112.34 ,111.77 ,114.17 ,114.46 ,111.09 ,108.84 ,105.72 ,95.80 ,88.78 ,80.40 ,59.43 ,40.12 ,25.52 ,10.54 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1429,DLKr,Dalston Kingsland,2,8763.41 ,115.80 ,1707.80 ,2490.05 ,2369.68 ,1465.46 ,614.62 ,0.00 ,0.11 ,0.68 ,4.49 ,9.46 ,19.68 ,32.49 ,48.89 ,68.53 ,97.29 ,114.22 ,144.96 ,173.16 ,190.50 ,184.97 ,185.76 ,164.60 ,146.00 ,121.75 ,116.06 ,107.52 ,108.27 ,93.97 ,94.88 ,88.92 ,86.58 ,79.73 ,85.02 ,85.47 ,89.86 ,90.65 ,93.81 ,97.07 ,100.53 ,99.81 ,104.18 ,102.82 ,108.59 ,112.71 ,117.69 ,126.02 ,136.24 ,134.52 ,145.20 ,158.12 ,159.01 ,166.90 ,181.13 ,193.89 ,198.44 ,216.03 ,221.32 ,222.56 ,222.91 ,223.91 ,205.47 ,195.35 ,179.44 ,157.15 ,134.32 ,124.58 ,114.50 ,105.91 ,99.16 ,94.45 ,92.77 ,84.03 ,83.79 ,81.61 ,81.06 ,78.62 ,79.65 ,75.68 ,66.64 ,55.31 ,41.58 ,27.90 ,16.28 ,7.26 ,3.03 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
557,DEBu,Debden,6,3441.82 ,79.46 ,914.70 ,677.26 ,1066.66 ,471.51 ,232.23 ,0.39 ,1.08 ,1.61 ,4.59 ,6.96 ,10.85 ,20.71 ,33.28 ,36.93 ,61.28 ,72.40 ,88.54 ,89.56 ,114.35 ,104.63 ,99.50 ,83.21 ,75.02 ,51.59 ,37.67 ,33.00 ,26.63 ,24.19 ,21.40 ,21.75 ,20.24 ,19.35 ,22.54 ,21.43 ,22.19 ,22.81 ,26.73 ,25.22 ,26.55 ,27.20 ,29.84 ,28.76 ,32.35 ,30.30 ,35.31 ,36.78 ,36.65 ,41.40 ,44.63 ,52.58 ,62.84 ,67.44 ,74.42 ,87.80 ,97.53 ,106.66 ,113.59 ,108.97 ,113.54 ,98.31 ,82.98 ,79.76 ,71.99 ,54.23 ,47.70 ,39.87 ,30.34 ,26.43 ,26.31 ,24.29 ,23.55 ,22.64 ,24.41 ,21.00 ,21.92 ,22.28 ,24.75 ,23.16 ,21.91 ,22.30 ,19.39 ,16.28 ,13.00 ,11.43 ,6.12 ,4.58 ,1.52 ,0.45 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.72 ,0.72 ,0.72 
5421,DMKr,Denmark Hill,2,11969.39 ,193.34 ,4922.70 ,2739.09 ,2401.44 ,1261.87 ,450.95 ,0.16 ,0.28 ,1.34 ,4.52 ,9.42 ,21.52 ,54.92 ,101.17 ,197.03 ,287.95 ,377.74 ,460.18 ,536.45 ,551.16 ,546.24 ,510.43 ,469.04 ,399.81 ,323.97 ,262.70 ,225.93 ,178.08 ,145.47 ,127.65 ,116.19 ,106.44 ,96.37 ,87.75 ,84.76 ,84.96 ,83.53 ,87.06 ,97.10 ,102.17 ,105.32 ,109.25 ,112.89 ,112.45 ,111.13 ,111.02 ,112.16 ,111.76 ,112.88 ,116.79 ,136.41 ,143.61 ,155.66 ,168.02 ,191.73 ,200.43 ,222.01 ,232.22 ,251.02 ,242.86 ,235.32 ,222.14 ,204.47 ,176.67 ,156.57 ,128.97 ,106.97 ,92.16 ,79.21 ,69.15 ,67.38 ,61.42 ,61.35 ,57.53 ,60.47 ,58.57 ,54.81 ,51.63 ,48.03 ,41.89 ,35.20 ,32.45 ,25.83 ,19.01 ,12.00 ,7.75 ,3.32 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
897,DEBd,Deptford Bridge,2/3,3916.14 ,78.00 ,670.10 ,1013.70 ,1108.36 ,658.66 ,387.32 ,0.90 ,2.40 ,3.90 ,5.01 ,9.10 ,13.96 ,16.74 ,25.99 ,39.75 ,50.26 ,55.18 ,65.35 ,66.48 ,67.32 ,63.50 ,62.99 ,58.19 ,55.12 ,45.13 ,40.85 ,38.19 ,36.18 ,33.40 ,33.32 ,33.90 ,33.77 ,33.76 ,34.18 ,36.73 ,37.07 ,36.73 ,37.47 ,39.60 ,39.71 ,41.15 ,42.44 ,43.84 ,43.99 ,45.94 ,48.74 ,52.72 ,55.77 ,64.39 ,70.71 ,73.41 ,78.35 ,85.19 ,87.63 ,89.74 ,98.29 ,103.49 ,105.29 ,102.46 ,101.37 ,95.18 ,87.95 ,77.74 ,73.03 ,67.16 ,60.68 ,55.39 ,52.74 ,48.95 ,45.92 ,45.37 ,43.53 ,43.68 ,44.48 ,46.35 ,46.05 ,47.82 ,45.92 ,43.97 ,38.42 ,33.61 ,26.38 ,22.41 ,15.67 ,10.66 ,6.07 ,3.45 ,0.55 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
867,DERd,Devons Road,2,3077.87 ,51.74 ,506.94 ,817.07 ,914.56 ,521.24 ,266.32 ,0.14 ,1.15 ,4.12 ,5.49 ,6.20 ,9.26 ,11.83 ,13.54 ,18.60 ,27.04 ,35.15 ,46.39 ,56.05 ,63.30 ,64.31 ,59.66 ,48.34 ,38.52 ,28.28 ,21.29 ,18.80 ,19.37 ,18.44 ,19.67 ,21.54 ,21.34 ,21.91 ,23.08 ,24.14 ,25.18 ,27.46 ,28.75 ,30.62 ,31.55 ,31.66 ,31.71 ,34.28 ,35.60 ,39.77 ,46.80 ,55.37 ,64.36 ,69.78 ,75.88 ,79.90 ,80.86 ,74.97 ,79.07 ,80.16 ,78.95 ,74.53 ,79.00 ,77.48 ,73.91 ,68.32 ,67.41 ,60.84 ,54.00 ,47.29 ,45.04 ,43.13 ,41.97 ,40.66 ,40.31 ,40.16 ,38.70 ,34.53 ,34.63 ,34.24 ,32.96 ,31.58 ,32.68 ,29.46 ,25.51 ,21.85 ,17.82 ,14.86 ,10.53 ,7.47 ,4.36 ,2.66 ,0.34 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
558,DHLu,Dollis Hill,3,4728.15 ,89.13 ,672.94 ,1021.86 ,1605.60 ,836.92 ,501.68 ,0.08 ,1.41 ,3.31 ,6.51 ,11.10 ,15.99 ,22.21 ,28.52 ,34.98 ,40.52 ,48.14 ,53.34 ,62.12 ,67.74 ,72.16 ,69.82 ,67.08 ,60.23 ,52.10 ,44.71 ,40.97 ,37.16 ,33.15 ,31.34 ,29.96 ,29.70 ,29.61 ,29.84 ,30.91 ,31.91 ,33.03 ,34.99 ,36.65 ,39.29 ,41.35 ,43.30 ,44.88 ,46.09 ,47.28 ,50.53 ,56.58 ,64.69 ,73.28 ,85.40 ,95.30 ,107.42 ,113.12 ,125.88 ,133.50 ,145.12 ,154.23 ,159.49 ,158.47 ,150.12 ,140.65 ,122.30 ,107.77 ,91.82 ,83.59 ,71.92 ,65.31 ,63.42 ,60.63 ,60.60 ,58.90 ,59.39 ,55.48 ,58.10 ,54.60 ,56.74 ,53.44 ,53.84 ,50.12 ,48.67 ,43.90 ,38.62 ,34.72 ,27.41 ,18.99 ,10.87 ,7.33 ,2.41 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
9468,DDRt,Dundonald Road,3,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
560,EBYu,Ealing Broadway,3,21797.76 ,348.33 ,3693.05 ,4906.02 ,6833.98 ,4094.18 ,1922.19 ,1.13 ,4.11 ,11.11 ,20.78 ,38.83 ,62.02 ,88.51 ,121.84 ,157.21 ,203.87 ,247.01 ,315.19 ,369.40 ,425.52 ,427.84 ,416.48 ,360.33 ,313.36 ,245.41 ,211.43 ,188.47 ,173.84 ,159.78 ,159.04 ,155.18 ,150.05 ,157.26 ,156.80 ,159.09 ,167.53 ,173.30 ,187.33 ,199.53 ,208.53 ,213.02 ,224.85 ,215.80 ,224.42 ,233.20 ,235.84 ,262.29 ,284.28 ,298.91 ,317.66 ,356.22 ,379.69 ,411.05 ,468.74 ,522.19 ,589.58 ,632.71 ,703.36 ,707.71 ,728.54 ,682.19 ,652.02 ,579.40 ,511.84 ,426.65 ,382.90 ,328.10 ,288.99 ,264.15 ,264.76 ,256.19 ,254.52 ,259.75 ,276.92 ,248.77 ,236.82 ,224.93 ,216.90 ,185.80 ,187.41 ,162.64 ,140.12 ,99.98 ,83.96 ,53.19 ,37.74 ,20.46 ,12.90 ,4.70 ,1.01 ,0.83 ,0.83 ,0.00 ,0.00 ,0.01 ,0.01 ,0.01 ,0.00 ,0.01 ,1.06 ,1.06 ,1.06 
561,ECMu,Ealing Common,3,3287.46 ,57.92 ,598.80 ,697.45 ,1033.91 ,551.65 ,347.74 ,0.15 ,2.52 ,3.28 ,5.85 ,7.61 ,10.10 ,11.78 ,16.64 ,21.95 ,32.73 ,45.42 ,59.41 ,69.97 ,76.08 ,71.78 ,64.03 ,53.67 ,42.54 ,32.39 ,28.83 ,25.14 ,23.66 ,22.23 ,22.09 ,22.78 ,23.98 ,22.77 ,22.96 ,24.36 ,23.57 ,23.65 ,23.28 ,25.81 ,26.13 ,28.45 ,28.58 ,31.33 ,31.41 ,33.86 ,33.73 ,39.40 ,40.60 ,47.34 ,50.32 ,59.77 ,65.55 ,75.13 ,83.24 ,91.21 ,96.14 ,97.62 ,101.23 ,98.48 ,95.07 ,88.95 ,81.52 ,71.65 ,62.58 ,56.42 ,48.33 ,47.09 ,42.30 ,38.77 ,36.06 ,38.54 ,34.04 ,37.88 ,37.97 ,42.39 ,38.31 ,42.13 ,35.63 ,38.26 ,31.19 ,30.06 ,23.46 ,22.28 ,15.30 ,12.11 ,7.89 ,5.64 ,2.37 ,0.71 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
