9479,MPKt,Merton Park,3,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
642,MLEu,Mile End,2,18302.43 ,376.79 ,2699.18 ,5748.14 ,4731.34 ,2818.88 ,1928.10 ,7.96 ,15.37 ,25.89 ,37.23 ,51.39 ,63.76 ,76.83 ,98.36 ,121.18 ,143.54 ,162.60 ,196.78 ,233.66 ,273.39 ,284.20 ,292.54 ,283.38 ,265.88 ,228.88 ,213.14 ,217.64 ,225.00 ,219.66 ,222.28 ,237.35 ,234.98 ,224.92 ,221.24 ,232.39 ,237.06 ,232.81 ,235.56 ,243.11 ,243.87 ,234.56 ,234.76 ,239.97 ,242.91 ,239.50 ,247.07 ,260.15 ,268.69 ,268.46 ,284.21 ,306.13 ,325.99 ,335.92 ,369.68 ,392.20 ,417.75 ,425.28 ,456.56 ,456.17 ,449.56 ,412.53 ,383.57 ,335.07 ,296.93 ,256.98 ,237.71 ,223.15 ,211.72 ,202.33 ,204.79 ,206.12 ,208.86 ,212.92 ,222.30 ,227.26 ,232.13 ,231.10 ,228.84 ,209.37 ,189.38 ,163.21 ,134.45 ,104.34 ,83.09 ,57.63 ,35.68 ,21.11 ,8.84 ,1.67 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
643,MHEu,Mill Hill East,4,2269.00 ,8.91 ,664.60 ,310.60 ,656.73 ,453.28 ,174.87 ,0.00 ,0.00 ,0.01 ,0.01 ,0.55 ,1.49 ,2.82 ,4.04 ,32.07 ,61.55 ,74.91 ,84.00 ,105.45 ,87.77 ,61.58 ,52.99 ,46.41 ,25.98 ,17.05 ,14.85 ,10.74 ,8.77 ,8.05 ,7.95 ,7.58 ,7.68 ,7.32 ,7.65 ,8.54 ,9.27 ,9.88 ,11.75 ,12.45 ,13.28 ,14.19 ,14.34 ,13.80 ,14.08 ,14.09 ,15.04 ,17.08 ,20.75 ,25.39 ,30.91 ,35.02 ,37.39 ,39.62 ,48.56 ,51.91 ,55.56 ,58.50 ,61.46 ,58.58 ,70.94 ,69.47 ,69.71 ,67.44 ,62.69 ,45.35 ,41.69 ,37.51 ,35.25 ,30.99 ,29.76 ,28.37 ,26.95 ,23.86 ,23.42 ,21.60 ,20.75 ,19.41 ,17.95 ,17.58 ,16.56 ,14.60 ,13.38 ,11.66 ,8.75 ,6.01 ,3.73 ,1.84 ,0.93 ,0.13 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
9480,MTMt,Mitcham,4,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
9481,MTJt,Mitcham Junction,4,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
646,MPKu,Moor Park,6/7,1431.20 ,13.01 ,495.69 ,213.80 ,397.83 ,207.29 ,103.58 ,0.00 ,0.03 ,0.06 ,0.55 ,0.86 ,2.18 ,3.29 ,6.04 ,10.04 ,18.53 ,38.83 ,57.00 ,71.18 ,74.51 ,73.45 ,56.00 ,40.39 ,24.65 ,18.74 ,12.38 ,9.31 ,6.38 ,6.35 ,5.25 ,4.84 ,4.61 ,4.74 ,4.21 ,4.27 ,4.11 ,4.25 ,4.15 ,4.83 ,5.13 ,5.47 ,6.00 ,6.64 ,7.20 ,7.99 ,9.98 ,16.28 ,20.64 ,29.62 ,31.52 ,32.67 ,30.52 ,31.71 ,29.01 ,31.78 ,34.36 ,35.46 ,35.37 ,35.97 ,34.94 ,34.85 ,31.19 ,28.64 ,24.30 ,22.71 ,19.49 ,19.30 ,17.87 ,15.84 ,14.76 ,12.73 ,11.46 ,10.25 ,9.95 ,9.16 ,10.00 ,10.66 ,11.04 ,10.13 ,10.70 ,10.08 ,9.03 ,7.75 ,6.89 ,4.20 ,2.44 ,1.16 ,0.33 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
645,MGTu,Moorgate,1,54432.43 ,2191.66 ,24900.93 ,13006.82 ,9280.45 ,3640.22 ,1412.35 ,8.47 ,33.85 ,63.84 ,128.24 ,234.25 ,384.90 ,557.43 ,780.70 ,976.18 ,1211.92 ,1468.45 ,1866.13 ,2296.26 ,2734.83 ,2897.94 ,2962.80 ,2736.50 ,2358.62 ,1869.97 ,1521.35 ,1196.49 ,963.48 ,777.33 ,667.44 ,610.11 ,553.53 ,513.69 ,487.36 ,488.57 ,484.81 ,488.23 ,484.86 ,485.16 ,465.94 ,447.51 ,426.77 ,411.95 ,401.09 ,399.86 ,405.17 ,416.58 ,440.09 ,475.18 ,515.65 ,553.86 ,601.35 ,652.89 ,713.82 ,766.17 ,832.67 ,891.27 ,936.51 ,927.49 ,885.88 ,814.81 ,703.72 ,582.82 ,476.18 ,395.97 ,329.18 ,291.31 ,259.09 ,241.73 ,232.75 ,219.98 ,213.53 ,201.17 ,196.51 ,184.48 ,186.72 ,175.82 ,177.34 ,160.83 ,149.90 ,120.82 ,100.35 ,69.08 ,45.31 ,24.49 ,12.83 ,3.84 ,0.54 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
647,MORu,Morden,4,12135.83 ,161.30 ,1409.80 ,2212.71 ,4289.48 ,2433.03 ,1629.51 ,0.00 ,0.00 ,0.00 ,7.82 ,14.15 ,24.73 ,41.54 ,73.06 ,90.99 ,119.15 ,141.22 ,151.32 ,149.70 ,151.39 ,139.67 ,121.82 ,110.53 ,93.12 ,76.80 ,64.10 ,59.64 ,53.87 ,51.61 ,51.22 ,54.22 ,56.36 ,61.30 ,64.76 ,69.32 ,72.10 ,76.45 ,79.14 ,85.45 ,90.13 ,93.85 ,97.36 ,102.72 ,106.22 ,112.00 ,121.03 ,135.59 ,152.88 ,171.81 ,193.70 ,221.79 ,246.93 ,281.42 ,305.19 ,346.78 ,373.27 ,412.26 ,419.85 ,448.91 ,432.35 ,420.90 ,379.83 ,345.41 ,293.68 ,255.32 ,221.22 ,196.49 ,180.22 ,166.53 ,162.79 ,156.64 ,152.35 ,151.38 ,150.98 ,153.33 ,152.81 ,153.01 ,158.93 ,154.94 ,155.59 ,146.07 ,138.63 ,118.72 ,106.41 ,77.63 ,56.20 ,34.49 ,17.95 ,4.81 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
9482,MRDt,Morden Road,4,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
648,MCRu,Mornington Crescent,2,4895.59 ,105.30 ,2051.10 ,1111.38 ,841.37 ,582.18 ,204.27 ,0.00 ,0.39 ,1.67 ,3.88 ,10.35 ,18.97 ,28.57 ,41.46 ,53.12 ,66.37 ,79.49 ,102.34 ,149.64 ,202.43 ,250.48 ,275.37 ,283.41 ,247.22 ,197.87 ,143.36 ,107.94 ,76.65 ,60.57 ,51.10 ,45.71 ,42.62 ,40.68 ,39.62 ,39.84 ,40.37 ,39.11 ,37.94 ,37.31 ,36.99 ,36.14 ,37.05 ,38.78 ,39.17 ,39.35 ,41.14 ,42.54 ,44.64 ,47.06 ,49.07 ,50.98 ,54.15 ,56.03 ,58.70 ,64.27 ,71.24 ,75.25 ,80.46 ,84.97 ,86.12 ,80.38 ,78.84 ,73.71 ,67.55 ,60.03 ,57.62 ,51.05 ,46.90 ,43.69 ,41.45 ,37.98 ,35.98 ,34.07 ,32.15 ,31.26 ,30.22 ,28.24 ,25.27 ,21.32 ,17.35 ,13.83 ,11.22 ,9.08 ,7.01 ,4.98 ,2.94 ,1.32 ,0.21 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
857,MUDd,Mudchute,2,2017.18 ,13.28 ,252.69 ,457.81 ,647.36 ,412.98 ,233.05 ,0.00 ,0.33 ,0.68 ,1.17 ,1.38 ,1.81 ,2.96 ,4.95 ,7.74 ,11.34 ,18.07 ,24.51 ,29.81 ,32.19 ,33.05 ,29.15 ,23.67 ,18.13 ,13.94 ,11.10 ,9.94 ,9.63 ,10.17 ,11.08 ,11.81 ,12.00 ,12.73 ,13.07 ,14.32 ,15.35 ,16.53 ,17.28 ,18.46 ,18.92 ,19.26 ,19.96 ,20.93 ,21.05 ,21.53 ,23.24 ,26.64 ,31.41 ,39.79 ,42.71 ,48.19 ,51.91 ,52.84 ,48.43 ,53.28 ,54.32 ,55.78 ,54.89 ,59.76 ,58.77 ,57.12 ,52.07 ,51.47 ,44.47 ,39.91 ,35.91 ,34.85 ,32.57 ,32.01 ,30.29 ,29.38 ,27.93 ,26.90 ,27.30 ,28.89 ,28.80 ,28.77 ,27.64 ,26.51 ,23.39 ,19.93 ,17.02 ,13.25 ,8.86 ,5.30 ,3.26 ,1.00 ,0.42 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
649,NEAu,Neasden,3,4216.78 ,150.22 ,753.81 ,794.42 ,1482.17 ,698.37 ,337.79 ,0.00 ,0.91 ,4.82 ,8.56 ,17.40 ,27.97 ,40.67 ,49.88 ,61.24 ,69.57 ,73.98 ,76.70 ,79.87 ,79.24 ,72.06 ,66.83 ,56.95 ,47.34 ,37.66 ,32.36 ,26.27 ,24.34 ,21.95 ,21.28 ,20.88 ,21.67 ,21.13 ,21.24 ,22.21 ,23.31 ,24.45 ,26.95 ,29.59 ,31.90 ,32.48 ,33.87 ,35.17 ,37.00 ,38.29 ,42.51 ,48.93 ,55.92 ,62.51 ,70.56 ,81.06 ,90.66 ,96.85 ,108.89 ,121.24 ,133.14 ,144.71 ,151.02 ,153.50 ,149.06 ,135.68 ,116.34 ,101.91 ,83.64 ,71.14 ,60.80 ,55.87 ,52.76 ,49.02 ,46.22 ,46.95 ,44.76 ,42.52 ,42.78 ,41.47 ,38.24 ,37.16 ,34.46 ,31.64 ,28.95 ,26.96 ,23.86 ,22.80 ,19.66 ,14.33 ,9.94 ,6.02 ,2.29 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
9484,NADt,New Addington,4,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
5150,NWXr,New Cross,2,5491.99 ,27.63 ,808.86 ,1352.03 ,1613.69 ,1093.53 ,596.25 ,0.01 ,0.03 ,0.38 ,0.87 ,2.41 ,4.38 ,7.45 ,12.09 ,21.49 ,29.49 ,40.74 ,50.77 ,66.78 ,81.54 ,87.13 ,90.79 ,92.34 ,90.37 ,79.93 ,77.48 ,71.60 ,69.77 ,61.26 ,56.78 ,53.00 ,50.94 ,46.47 ,44.66 ,43.45 ,44.74 ,45.28 ,47.37 ,48.72 ,53.53 ,53.20 ,55.69 ,55.36 ,57.88 ,54.45 ,58.19 ,61.40 ,68.64 ,70.17 ,79.48 ,84.33 ,93.67 ,96.47 ,112.45 ,119.11 ,140.13 ,143.70 ,165.70 ,164.60 ,173.02 ,158.26 ,162.24 ,139.90 ,134.08 ,113.78 ,108.98 ,89.35 ,86.67 ,73.66 ,74.69 ,67.49 ,70.08 ,64.70 ,70.15 ,67.10 ,68.76 ,69.91 ,72.35 ,69.26 ,67.00 ,64.79 ,48.61 ,34.41 ,21.89 ,12.17 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
5345,NXGr,New Cross Gate,2,7316.02 ,100.68 ,1243.63 ,2064.63 ,1968.79 ,1194.73 ,743.56 ,2.29 ,2.43 ,3.53 ,6.63 ,12.08 ,16.33 ,24.35 ,33.03 ,46.76 ,56.96 ,72.77 ,88.43 ,111.19 ,125.15 ,132.42 ,124.08 ,133.61 ,125.61 ,115.87 ,110.77 ,118.07 ,101.51 ,92.61 ,85.82 ,85.74 ,78.66 ,76.20 ,73.51 ,74.95 ,69.61 ,71.86 ,71.59 ,77.01 ,77.46 ,82.89 ,81.81 ,86.71 ,84.45 ,86.51 ,87.18 ,95.22 ,94.91 ,103.57 ,106.81 ,123.44 ,126.07 ,145.59 ,150.57 ,170.07 ,169.06 ,188.21 ,184.11 ,194.29 ,181.80 ,178.45 ,157.13 ,148.47 ,126.22 ,118.40 ,103.83 ,97.37 ,86.98 ,87.73 ,81.77 ,83.94 ,83.10 ,89.62 ,87.31 ,91.73 ,87.79 ,87.08 ,79.52 ,78.05 ,63.80 ,61.23 ,52.68 ,49.16 ,34.54 ,29.68 ,17.82 ,10.48 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
650,NEPu,Newbury Park,4,5800.25 ,39.29 ,518.05 ,935.36 ,2333.10 ,1353.54 ,620.92 ,0.21 ,0.36 ,0.55 ,1.99 ,3.52 ,6.16 ,11.53 ,14.97 ,23.58 ,30.89 ,42.27 ,53.03 ,62.17 ,62.27 ,63.47 ,54.64 ,42.91 ,34.41 ,27.61 ,20.79 ,19.59 ,18.74 ,17.69 ,17.68 ,18.43 ,18.53 ,19.50 ,21.24 ,23.62 ,25.72 ,27.50 ,29.21 ,32.09 ,34.26 ,37.24 ,41.33 ,47.91 ,53.03 ,57.68 ,62.01 ,68.30 ,73.82 ,80.89 ,89.35 ,101.95 ,113.42 ,137.16 ,149.88 ,178.52 ,209.46 ,238.58 ,236.55 ,256.46 ,257.09 ,240.83 ,213.19 ,207.08 ,175.82 ,145.71 ,123.77 ,114.45 ,98.75 ,93.88 ,89.31 ,85.81 ,78.98 ,72.68 ,67.30 ,64.53 ,61.83 ,62.03 ,61.08 ,60.75 ,57.91 ,55.09 ,48.57 ,44.82 ,36.96 ,28.95 ,19.16 ,12.32 ,4.95 ,1.96 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
831,NIEu,Nine Elms,1,5723.27 ,96.22 ,1056.83 ,1104.09 ,1599.16 ,1180.00 ,686.97 ,0.16 ,0.21 ,2.88 ,4.06 ,8.78 ,12.98 ,22.84 ,44.31 ,63.21 ,94.73 ,110.40 ,119.05 ,119.84 ,117.51 ,95.48 ,88.19 ,79.21 ,66.09 ,54.54 ,48.57 ,40.74 ,39.46 ,32.23 ,33.27 ,29.59 ,33.09 ,29.44 ,33.45 ,32.51 ,37.33 ,35.37 ,42.91 ,43.57 ,50.92 ,48.44 ,54.69 ,51.45 ,55.25 ,50.38 ,58.24 ,57.89 ,66.69 ,66.30 ,80.88 ,82.48 ,90.46 ,98.49 ,107.88 ,115.86 ,133.15 ,149.42 ,161.11 ,172.90 ,172.19 ,163.78 ,151.45 ,133.39 ,119.55 ,104.74 ,102.50 ,92.08 ,91.83 ,84.50 ,90.92 ,81.77 ,91.96 ,87.02 ,99.75 ,92.99 ,100.22 ,88.01 ,89.24 ,72.49 ,64.87 ,50.54 ,44.49 ,31.73 ,23.66 ,15.81 ,9.07 ,3.28 ,0.57 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
653,NACu,North Acton,2/3,8713.28 ,440.18 ,2233.17 ,1629.07 ,2158.07 ,1380.73 ,872.06 ,0.64 ,2.88 ,5.78 ,17.62 ,45.76 ,75.33 ,121.87 ,170.29 ,217.50 ,240.09 ,250.31 ,239.20 ,230.52 ,214.54 ,194.83 ,175.36 ,158.52 ,132.77 ,100.35 ,79.17 ,67.40 ,54.73 ,45.53 ,43.85 ,44.21 ,44.32 ,46.66 ,48.70 ,51.48 ,51.94 ,55.90 ,60.07 ,66.25 ,70.28 ,75.48 ,76.93 ,79.87 ,78.13 ,77.19 ,78.54 ,89.62 ,95.91 ,107.34 ,118.76 ,142.88 ,149.40 ,161.76 ,171.85 ,188.51 ,187.35 ,187.98 ,196.99 ,204.11 ,195.81 ,188.86 ,182.59 ,162.76 ,141.86 ,127.91 ,112.44 ,107.96 ,103.24 ,101.38 ,100.71 ,108.16 ,104.71 ,102.44 ,107.17 ,108.65 ,105.23 ,105.17 ,102.05 ,88.42 ,78.38 ,67.62 ,57.53 ,49.87 ,42.49 ,31.11 ,20.11 ,11.51 ,3.84 ,0.07 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
654,NELu,North Ealing,3,985.71 ,9.35 ,276.53 ,167.03 ,287.76 ,155.37 ,89.67 ,0.07 ,0.11 ,0.15 ,0.70 ,0.86 ,1.44 ,2.35 ,3.66 ,5.07 ,8.53 ,14.09 ,24.87 ,36.65 ,42.19 ,43.68 ,39.26 ,28.92 ,16.95 ,10.40 ,5.93 ,5.47 ,4.72 ,4.76 ,4.49 ,5.06 ,4.54 ,4.58 ,3.69 ,4.15 ,3.70 ,4.14 ,4.15 ,5.21 ,5.25 ,6.35 ,6.04 ,7.41 ,7.71 ,9.62 ,9.76 ,12.43 ,12.97 ,15.83 ,15.02 ,18.02 ,19.28 ,21.80 ,20.73 ,23.66 ,24.42 ,24.66 ,25.48 ,28.31 ,28.96 ,26.96 ,25.48 ,22.70 ,18.59 ,15.99 ,14.31 ,13.77 ,11.87 ,12.11 ,9.99 ,10.03 ,8.12 ,9.38 ,8.51 ,9.98 ,9.15 ,10.71 ,9.02 ,9.87 ,8.42 ,8.03 ,5.95 ,5.48 ,3.80 ,3.27 ,2.34 ,1.70 ,1.34 ,0.62 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
789,NOGu,North Greenwich,2/3,35864.30 ,1445.94 ,4661.99 ,7316.05 ,13078.02 ,7238.89 ,2123.41 ,40.68 ,70.08 ,103.00 ,146.45 ,206.24 ,239.39 ,288.44 ,351.67 ,395.66 ,418.05 ,425.82 ,429.72 ,418.53 ,425.36 ,405.04 ,405.59 ,380.71 ,356.30 ,311.69 ,289.52 ,263.94 ,255.29 ,234.18 ,222.85 ,219.51 ,220.38 ,215.44 ,219.85 ,231.45 ,238.83 ,240.51 ,251.31 ,271.42 ,286.95 ,297.27 ,314.38 ,329.32 ,339.31 ,349.95 ,375.78 ,413.53 ,454.29 ,499.98 ,570.34 ,664.61 ,752.13 ,827.09 ,939.26 ,1066.87 ,1132.90 ,1197.33 ,1267.42 ,1334.06 ,1325.10 ,1317.45 ,1253.79 ,1191.86 ,1037.10 ,894.54 ,764.05 ,663.70 ,545.08 ,466.86 ,409.69 ,360.93 ,322.67 ,298.51 ,283.90 ,266.85 ,250.57 ,242.77 ,235.36 ,223.26 ,203.77 ,183.72 ,151.65 ,125.67 ,93.54 ,67.26 ,40.61 ,26.56 ,9.21 ,2.59 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
656,NHRu,North Harrow,5,2248.23 ,10.90 ,159.17 ,402.87 ,901.63 ,541.72 ,231.95 ,0.00 ,0.00 ,0.26 ,0.58 ,1.04 ,1.67 ,2.80 ,4.55 ,7.55 ,9.55 ,13.74 ,16.33 ,17.69 ,18.23 ,18.08 ,15.15 ,13.62 ,11.43 ,9.30 ,8.49 ,8.02 ,7.25 ,7.66 ,7.38 ,8.04 ,8.94 ,9.96 ,10.77 ,11.85 ,12.15 ,12.65 ,13.00 ,14.35 ,15.76 ,16.44 ,17.04 ,18.73 ,19.61 ,20.30 ,23.88 ,28.79 ,31.19 ,33.49 ,45.60 ,50.98 ,55.65 ,63.05 ,74.31 ,74.14 ,73.27 ,77.70 ,82.73 ,82.59 ,90.86 ,88.66 ,87.70 ,78.54 ,71.90 ,56.29 ,56.43 ,46.31 ,42.74 ,37.90 ,34.68 ,31.01 ,29.65 ,28.64 ,27.60 ,27.08 ,27.28 ,26.95 ,26.31 ,24.87 ,22.94 ,19.94 ,16.07 ,13.47 ,10.63 ,7.11 ,4.40 ,3.59 ,1.29 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
659,NWBu,North Wembley,4,2182.21 ,47.99 ,407.49 ,415.56 ,759.26 ,389.57 ,162.34 ,0.12 ,0.50 ,0.85 ,1.73 ,5.72 ,7.70 ,13.34 ,18.04 ,27.27 ,34.18 ,43.34 ,45.82 ,47.39 ,45.35 ,40.89 ,33.79 ,29.01 ,25.00 ,20.05 ,15.39 ,13.93 ,12.42 ,11.52 ,10.54 ,10.92 ,10.48 ,11.00 ,11.25 ,11.42 ,11.95 ,12.61 ,13.08 ,13.97 ,14.89 ,15.39 ,16.61 ,18.03 ,19.81 ,22.19 ,24.55 ,28.72 ,31.20 ,33.17 ,35.92 ,41.44 ,43.29 ,50.75 ,54.14 ,63.52 ,65.75 ,74.07 ,72.36 ,80.99 ,75.29 ,74.88 ,62.79 ,58.02 ,47.29 ,40.87 ,32.97 ,32.23 ,29.71 ,26.97 ,26.87 ,25.86 ,24.83 ,22.67 ,21.28 ,19.68 ,18.24 ,17.01 ,16.79 ,16.03 ,15.03 ,15.51 ,14.89 ,11.79 ,8.77 ,5.86 ,2.70 ,0.04 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
