7406,CRHr,Crouch Hill,3,1878.06 ,23.29 ,659.84 ,420.68 ,510.15 ,205.47 ,58.63 ,0.00 ,0.00 ,0.02 ,0.20 ,0.98 ,2.50 ,5.27 ,14.33 ,32.13 ,50.86 ,68.78 ,80.87 ,87.44 ,82.00 ,70.85 ,55.61 ,45.81 ,35.50 ,27.24 ,22.75 ,22.40 ,22.35 ,19.58 ,18.00 ,17.39 ,16.78 ,14.67 ,15.11 ,15.07 ,15.87 ,13.91 ,14.10 ,14.73 ,14.99 ,13.91 ,15.60 ,15.84 ,15.01 ,15.40 ,16.14 ,17.61 ,20.91 ,25.67 ,29.64 ,33.96 ,37.69 ,39.76 ,39.75 ,42.74 ,45.15 ,46.36 ,46.63 ,49.45 ,46.83 ,44.70 ,37.14 ,33.44 ,27.99 ,24.60 ,19.36 ,19.54 ,16.09 ,13.50 ,10.86 ,10.06 ,10.94 ,10.29 ,8.80 ,10.20 ,10.01 ,7.57 ,7.58 ,7.85 ,5.18 ,3.63 ,3.18 ,2.02 ,0.88 ,0.52 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
554,CRXu,Croxley,7,1316.30 ,13.20 ,371.20 ,184.39 ,406.05 ,266.93 ,74.55 ,0.00 ,0.14 ,0.29 ,0.64 ,1.35 ,2.25 ,3.60 ,4.93 ,7.50 ,13.99 ,34.01 ,46.93 ,59.50 ,59.91 ,54.91 ,37.19 ,24.82 ,12.77 ,10.48 ,9.20 ,7.07 ,5.91 ,4.95 ,4.97 ,5.12 ,5.62 ,5.70 ,5.59 ,5.94 ,6.04 ,5.61 ,5.93 ,6.40 ,6.38 ,6.41 ,6.46 ,6.75 ,6.99 ,7.51 ,10.78 ,12.24 ,13.71 ,14.78 ,17.55 ,20.13 ,22.91 ,27.79 ,30.17 ,37.23 ,35.29 ,35.54 ,38.29 ,39.77 ,33.59 ,42.14 ,43.20 ,39.12 ,39.04 ,38.54 ,29.65 ,26.83 ,22.69 ,17.74 ,15.02 ,12.04 ,9.83 ,8.33 ,8.11 ,7.33 ,7.14 ,6.86 ,7.35 ,7.43 ,7.25 ,6.97 ,6.39 ,5.67 ,4.81 ,3.42 ,2.12 ,1.25 ,0.55 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
5356,CYPr,Crystal Palace,3/4,5503.89 ,21.53 ,606.61 ,977.44 ,1942.87 ,1445.99 ,509.45 ,0.00 ,0.00 ,0.00 ,0.26 ,1.26 ,2.38 ,5.81 ,11.82 ,20.23 ,33.78 ,46.83 ,61.02 ,69.58 ,75.17 ,68.58 ,64.59 ,53.78 ,44.78 ,35.40 ,32.86 ,27.63 ,25.31 ,24.69 ,25.65 ,26.03 ,27.06 ,29.14 ,30.52 ,31.62 ,34.45 ,35.32 ,37.60 ,40.00 ,42.71 ,43.26 ,44.31 ,46.04 ,49.49 ,48.56 ,51.61 ,56.34 ,61.15 ,64.32 ,74.64 ,80.28 ,94.31 ,101.03 ,115.69 ,132.43 ,162.75 ,168.91 ,200.13 ,211.60 ,228.48 ,219.29 ,227.96 ,209.37 ,200.68 ,175.55 ,159.42 ,132.22 ,119.67 ,96.00 ,84.65 ,72.40 ,73.09 ,59.88 ,63.05 ,56.49 ,59.75 ,52.70 ,56.01 ,50.96 ,52.35 ,45.75 ,47.03 ,34.83 ,27.59 ,16.58 ,9.30 ,0.10 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
887,CUHd,Custom House,3,5144.19 ,307.30 ,1315.58 ,1661.24 ,1269.79 ,491.37 ,98.90 ,3.27 ,10.80 ,18.61 ,30.15 ,43.60 ,47.70 ,67.72 ,85.46 ,100.36 ,115.01 ,133.47 ,132.67 ,136.57 ,124.67 ,119.16 ,109.53 ,99.31 ,85.66 ,84.70 ,74.47 ,69.96 ,66.81 ,65.55 ,65.58 ,64.67 ,67.08 ,64.68 ,66.05 ,64.63 ,65.84 ,63.84 ,65.04 ,60.34 ,61.82 ,61.47 ,63.25 ,62.80 ,66.95 ,68.05 ,73.69 ,76.38 ,87.86 ,94.80 ,94.11 ,100.77 ,109.54 ,113.82 ,125.25 ,136.23 ,130.52 ,125.79 ,110.22 ,92.18 ,81.06 ,74.37 ,70.04 ,66.21 ,61.80 ,52.71 ,52.50 ,41.03 ,43.38 ,35.20 ,36.94 ,27.99 ,29.14 ,22.00 ,22.48 ,17.16 ,16.95 ,12.51 ,11.43 ,8.61 ,8.87 ,6.34 ,5.36 ,3.52 ,3.33 ,1.79 ,1.49 ,0.97 ,0.56 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
879,CUSd,Cutty Sark,2/3,9406.59 ,90.39 ,1625.47 ,4494.29 ,1981.19 ,912.70 ,302.57 ,0.19 ,1.05 ,1.59 ,5.65 ,9.28 ,16.83 ,22.87 ,32.93 ,41.31 ,52.64 ,58.14 ,74.20 ,103.93 ,143.08 ,161.39 ,179.75 ,203.66 ,213.17 ,193.43 ,200.77 ,216.95 ,223.86 ,213.27 ,215.50 ,221.34 ,217.38 ,202.21 ,195.40 ,204.64 ,198.30 ,191.65 ,188.63 ,196.15 ,190.39 ,185.04 ,176.64 ,174.92 ,166.11 ,158.81 ,153.45 ,155.60 ,150.52 ,148.57 ,148.93 ,145.62 ,148.24 ,154.60 ,161.99 ,163.56 ,176.85 ,181.59 ,184.82 ,174.98 ,175.19 ,164.65 ,149.10 ,126.32 ,117.33 ,100.16 ,84.23 ,73.97 ,70.36 ,63.87 ,59.63 ,57.48 ,55.85 ,52.92 ,50.56 ,47.91 ,45.28 ,41.60 ,38.42 ,33.37 ,28.40 ,22.17 ,16.73 ,11.52 ,8.10 ,4.72 ,2.83 ,1.11 ,0.41 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
893,CYPd,Cyprus,3,4444.76 ,56.94 ,837.13 ,2240.06 ,939.61 ,270.37 ,100.66 ,0.74 ,1.71 ,3.15 ,5.43 ,9.47 ,11.32 ,12.17 ,12.94 ,13.31 ,11.63 ,13.44 ,20.23 ,36.50 ,56.08 ,77.60 ,90.21 ,112.98 ,127.56 ,137.76 ,139.82 ,143.85 ,139.19 ,134.26 ,118.01 ,113.76 ,119.12 ,113.82 ,100.64 ,102.61 ,94.81 ,83.39 ,74.16 ,75.48 ,70.99 ,74.08 ,73.06 ,77.21 ,73.96 ,74.49 ,72.19 ,75.58 ,73.75 ,79.69 ,81.96 ,86.93 ,83.25 ,88.04 ,87.28 ,92.83 ,91.78 ,93.23 ,84.81 ,78.02 ,62.03 ,50.59 ,40.82 ,36.62 ,30.32 ,29.01 ,24.00 ,24.48 ,20.16 ,20.85 ,18.18 ,20.46 ,15.97 ,17.42 ,12.89 ,14.31 ,10.90 ,12.67 ,9.58 ,10.50 ,7.70 ,8.47 ,5.81 ,6.16 ,4.41 ,4.25 ,2.46 ,2.01 ,0.94 ,0.49 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
555,DGEu,Dagenham East,5,3803.39 ,58.83 ,551.00 ,789.52 ,1459.63 ,710.03 ,234.38 ,0.70 ,0.99 ,2.51 ,4.04 ,5.33 ,10.04 ,14.88 ,20.34 ,29.27 ,37.53 ,45.07 ,53.55 ,57.33 ,57.81 ,56.24 ,53.46 ,47.45 ,42.96 ,36.71 ,33.62 ,28.12 ,25.60 ,23.66 ,22.59 ,21.54 ,21.92 ,20.79 ,21.00 ,22.51 ,23.43 ,23.86 ,26.39 ,27.56 ,28.92 ,30.23 ,32.53 ,34.05 ,38.07 ,39.29 ,43.37 ,49.42 ,56.50 ,60.63 ,67.54 ,75.79 ,82.42 ,90.31 ,101.59 ,122.14 ,131.07 ,146.68 ,154.17 ,153.44 ,141.38 ,140.99 ,119.67 ,107.98 ,98.59 ,86.32 ,68.66 ,62.19 ,52.77 ,45.73 ,42.02 ,40.09 ,38.96 ,35.37 ,31.35 ,30.92 ,26.62 ,24.54 ,21.29 ,22.94 ,19.14 ,18.03 ,16.30 ,16.11 ,12.29 ,9.24 ,7.84 ,4.91 ,2.60 ,0.81 ,0.81 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
556,DGHu,Dagenham Heathway,5,7701.96 ,107.61 ,803.81 ,1828.22 ,3035.23 ,1464.33 ,462.78 ,1.79 ,2.31 ,4.80 ,7.54 ,9.95 ,18.82 ,27.03 ,35.36 ,46.89 ,58.56 ,68.41 ,74.87 ,81.46 ,78.76 ,80.44 ,73.91 ,67.81 ,62.11 ,58.53 ,52.06 ,46.17 ,47.84 ,48.07 ,48.32 ,47.56 ,51.64 ,51.42 ,49.93 ,53.80 ,58.01 ,62.06 ,66.93 ,73.10 ,77.24 ,80.38 ,82.95 ,87.94 ,90.04 ,93.40 ,100.45 ,113.10 ,118.84 ,132.63 ,146.38 ,164.39 ,188.66 ,213.92 ,234.19 ,257.00 ,286.70 ,287.20 ,297.63 ,293.46 ,298.15 ,265.71 ,248.20 ,211.09 ,194.41 ,154.94 ,137.28 ,118.45 ,113.46 ,99.51 ,98.90 ,93.04 ,89.24 ,78.93 ,75.07 ,60.67 ,57.93 ,48.55 ,49.33 ,39.61 ,40.79 ,31.39 ,31.98 ,26.58 ,25.37 ,18.46 ,15.53 ,9.65 ,4.87 ,1.65 ,0.42 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1443,DLJr,Dalston Junction,2,7751.97 ,55.22 ,1178.54 ,2099.64 ,2357.64 ,1523.62 ,537.32 ,0.00 ,0.02 ,0.13 ,1.02 ,3.91 ,8.46 ,16.34 ,25.34 ,38.46 ,54.56 ,70.38 ,85.66 ,108.86 ,122.99 ,127.59 ,128.14 ,124.76 ,113.94 ,105.31 ,97.89 ,93.63 ,90.50 ,83.29 ,76.46 ,75.59 ,74.53 ,73.06 ,73.60 ,78.34 ,79.21 ,81.54 ,82.92 ,85.27 ,85.84 ,87.13 ,86.59 ,89.10 ,91.73 ,92.53 ,94.35 ,99.06 ,103.09 ,107.00 ,115.28 ,127.46 ,134.51 ,146.35 ,160.83 ,182.05 ,198.42 ,218.38 ,232.32 ,245.71 ,243.22 ,238.93 ,229.46 ,215.83 ,192.78 ,173.25 ,151.66 ,133.74 ,116.80 ,105.53 ,96.11 ,89.87 ,85.25 ,82.43 ,80.37 ,78.21 ,76.48 ,70.46 ,66.01 ,59.68 ,50.49 ,42.48 ,36.25 ,25.19 ,16.37 ,10.84 ,4.85 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1429,DLKr,Dalston Kingsland,2,7962.00 ,106.76 ,1693.84 ,2238.98 ,2256.81 ,1276.75 ,388.87 ,0.00 ,0.08 ,0.67 ,3.53 ,7.48 ,16.98 ,30.85 ,47.17 ,68.39 ,101.99 ,121.43 ,149.52 ,173.78 ,188.59 ,177.20 ,175.72 ,156.74 ,143.32 ,121.32 ,115.84 ,106.45 ,105.82 ,87.71 ,85.57 ,79.76 ,76.85 ,68.75 ,74.66 ,74.63 ,76.93 ,78.81 ,81.82 ,83.77 ,86.47 ,88.46 ,90.06 ,88.74 ,94.29 ,100.67 ,104.10 ,114.42 ,125.27 ,126.18 ,138.79 ,152.85 ,155.11 ,164.46 ,175.57 ,186.62 ,191.60 ,206.89 ,211.20 ,213.13 ,208.44 ,205.85 ,185.09 ,174.55 ,162.02 ,140.85 ,121.44 ,114.53 ,102.27 ,91.65 ,86.80 ,77.88 ,73.92 ,66.21 ,64.62 ,61.10 ,59.88 ,54.52 ,51.34 ,45.17 ,37.94 ,30.59 ,21.62 ,14.77 ,8.70 ,2.70 ,0.56 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
557,DEBu,Debden,6,3164.93 ,81.98 ,835.77 ,704.20 ,994.19 ,420.24 ,128.56 ,0.38 ,0.92 ,1.27 ,4.26 ,7.06 ,11.76 ,21.81 ,34.51 ,37.98 ,60.50 ,69.80 ,83.56 ,83.82 ,104.77 ,94.52 ,88.40 ,72.42 ,64.35 ,43.68 ,31.94 ,30.06 ,25.97 ,24.98 ,23.64 ,23.51 ,21.34 ,20.63 ,22.38 ,21.93 ,23.94 ,24.37 ,29.37 ,29.59 ,30.90 ,30.99 ,35.32 ,32.18 ,33.96 ,31.37 ,35.08 ,34.55 ,35.14 ,39.60 ,43.40 ,51.19 ,62.45 ,65.50 ,71.81 ,81.80 ,88.18 ,95.57 ,103.01 ,99.78 ,104.58 ,93.10 ,77.20 ,75.20 ,66.27 ,50.59 ,43.89 ,37.44 ,27.49 ,24.88 ,23.31 ,20.15 ,18.22 ,16.53 ,16.27 ,13.27 ,13.32 ,13.01 ,14.44 ,13.02 ,12.25 ,12.46 ,11.15 ,7.97 ,6.11 ,4.97 ,2.60 ,1.66 ,0.58 ,0.11 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.54 ,0.54 ,0.54 
5421,DMKr,Denmark Hill,2,11348.03 ,201.25 ,4815.92 ,2721.34 ,2228.83 ,1104.30 ,276.39 ,0.20 ,0.32 ,1.56 ,5.98 ,10.82 ,23.13 ,56.14 ,103.09 ,195.99 ,284.60 ,366.01 ,440.93 ,506.85 ,523.52 ,526.69 ,500.42 ,463.52 ,407.42 ,331.75 ,268.22 ,230.59 ,186.19 ,148.25 ,128.06 ,113.35 ,102.67 ,91.70 ,86.71 ,85.09 ,83.63 ,82.27 ,85.92 ,92.83 ,98.11 ,102.39 ,104.77 ,109.24 ,111.00 ,110.01 ,113.29 ,115.87 ,112.57 ,113.21 ,113.60 ,126.19 ,131.46 ,143.97 ,154.52 ,180.81 ,187.72 ,208.94 ,218.31 ,234.44 ,224.46 ,217.07 ,200.93 ,185.11 ,156.71 ,136.28 ,114.88 ,96.88 ,82.16 ,70.71 ,63.25 ,57.74 ,50.73 ,46.56 ,43.30 ,41.94 ,39.61 ,35.82 ,33.32 ,29.77 ,25.25 ,20.22 ,17.38 ,13.66 ,9.26 ,5.46 ,3.15 ,1.56 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
897,DEBd,Deptford Bridge,2/3,3817.41 ,71.13 ,667.17 ,1077.84 ,1100.45 ,621.02 ,279.80 ,1.04 ,1.51 ,2.33 ,3.22 ,8.39 ,12.25 ,16.00 ,26.39 ,38.58 ,47.73 ,53.21 ,62.80 ,64.31 ,67.22 ,62.55 ,62.71 ,59.09 ,57.24 ,47.20 ,44.51 ,42.65 ,40.33 ,35.67 ,35.61 ,35.49 ,34.40 ,34.04 ,35.23 ,37.90 ,38.78 ,39.38 ,40.37 ,42.76 ,43.25 ,44.75 ,46.24 ,47.55 ,48.33 ,51.27 ,54.16 ,57.28 ,60.17 ,64.06 ,68.18 ,70.54 ,76.10 ,82.79 ,88.44 ,89.98 ,97.50 ,101.86 ,104.77 ,101.81 ,102.10 ,96.27 ,88.30 ,76.62 ,70.61 ,64.72 ,58.95 ,54.06 ,51.14 ,48.29 ,42.91 ,40.55 ,37.93 ,38.48 ,36.77 ,38.60 ,36.78 ,35.01 ,33.08 ,31.34 ,25.16 ,21.71 ,18.00 ,13.33 ,9.90 ,7.58 ,4.81 ,3.08 ,1.43 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
867,DERd,Devons Road,2,2953.84 ,49.70 ,506.04 ,804.83 ,934.12 ,474.94 ,184.21 ,0.44 ,1.39 ,3.48 ,5.08 ,5.34 ,8.88 ,11.55 ,13.53 ,18.55 ,27.52 ,36.01 ,47.07 ,55.89 ,63.69 ,63.02 ,57.94 ,47.12 ,38.64 ,27.92 ,22.69 ,19.75 ,20.03 ,19.11 ,19.19 ,19.95 ,20.45 ,21.17 ,23.12 ,24.74 ,26.30 ,27.47 ,28.10 ,29.02 ,29.85 ,29.97 ,30.32 ,32.09 ,33.02 ,36.90 ,43.91 ,53.73 ,64.62 ,72.64 ,79.37 ,81.21 ,80.99 ,75.66 ,79.67 ,81.50 ,83.19 ,79.47 ,83.54 ,80.16 ,75.07 ,67.66 ,65.99 ,57.99 ,50.36 ,45.59 ,43.71 ,40.71 ,38.35 ,37.02 ,35.04 ,34.49 ,32.74 ,30.08 ,28.86 ,27.39 ,24.50 ,22.69 ,22.25 ,19.75 ,15.69 ,14.02 ,12.07 ,9.64 ,6.56 ,5.27 ,3.04 ,1.18 ,0.16 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
558,DHLu,Dollis Hill,3,4295.49 ,91.80 ,628.76 ,992.83 ,1487.26 ,740.93 ,353.91 ,0.20 ,1.57 ,3.02 ,6.36 ,11.66 ,17.05 ,23.16 ,28.78 ,34.32 ,38.15 ,43.54 ,48.00 ,55.87 ,60.85 ,66.86 ,66.97 ,63.88 ,57.25 ,50.65 ,42.43 ,37.50 ,33.84 ,30.76 ,27.97 ,26.87 ,26.61 ,27.34 ,29.17 ,31.79 ,33.11 ,34.90 ,37.15 ,38.14 ,39.25 ,40.85 ,41.90 ,43.81 ,45.91 ,47.59 ,50.13 ,55.78 ,62.29 ,69.61 ,80.54 ,90.79 ,102.99 ,109.46 ,120.63 ,126.48 ,134.52 ,140.97 ,144.58 ,142.70 ,135.22 ,127.28 ,111.63 ,98.66 ,83.56 ,76.32 ,66.78 ,59.80 ,56.20 ,54.30 ,53.06 ,49.72 ,49.51 ,46.37 ,46.63 ,43.87 ,45.30 ,41.43 ,40.18 ,36.13 ,33.19 ,27.92 ,23.87 ,21.09 ,16.63 ,11.62 ,6.72 ,4.45 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
9468,DDRt,Dundonald Road,3,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
560,EBYu,Ealing Broadway,3,21652.26 ,328.63 ,3813.18 ,5438.04 ,6806.69 ,3945.26 ,1320.46 ,2.05 ,4.60 ,9.24 ,16.75 ,33.35 ,56.01 ,83.70 ,122.93 ,161.39 ,211.70 ,252.02 ,321.87 ,370.55 ,425.52 ,428.10 ,427.25 ,376.74 ,335.05 ,269.98 ,233.01 ,205.12 ,185.77 ,174.58 ,173.53 ,174.16 ,171.75 ,182.31 ,180.06 ,186.76 ,197.45 ,202.49 ,211.00 ,223.16 ,224.75 ,228.68 ,240.18 ,233.91 ,245.16 ,263.85 ,263.42 ,294.05 ,313.63 ,323.54 ,338.75 ,377.11 ,395.76 ,427.02 ,484.41 ,524.62 ,572.78 ,608.28 ,684.73 ,684.24 ,713.15 ,682.03 ,652.55 ,575.88 ,517.88 ,434.17 ,393.90 ,341.44 ,294.82 ,262.09 ,249.44 ,231.02 ,216.93 ,211.89 ,215.80 ,187.61 ,174.88 ,165.40 ,152.03 ,125.64 ,124.66 ,104.45 ,85.53 ,61.45 ,51.92 ,33.16 ,21.72 ,12.20 ,8.39 ,3.52 ,0.91 ,0.76 ,0.76 ,0.01 ,0.01 ,0.01 ,0.01 ,0.01 ,0.01 ,0.01 ,1.80 ,1.80 ,1.80 
561,ECMu,Ealing Common,3,3090.88 ,47.51 ,590.45 ,716.21 ,1005.19 ,489.91 ,241.61 ,0.18 ,1.48 ,2.31 ,4.43 ,5.78 ,7.68 ,10.52 ,15.13 ,20.81 ,30.48 ,42.23 ,54.67 ,65.12 ,72.68 ,70.33 ,65.26 ,56.74 ,46.41 ,35.01 ,30.72 ,25.85 ,23.36 ,23.01 ,23.34 ,24.47 ,25.43 ,24.78 ,24.19 ,26.68 ,26.74 ,27.37 ,27.22 ,29.63 ,28.02 ,28.55 ,27.86 ,31.25 ,30.23 ,32.23 ,32.74 ,38.34 ,39.17 ,46.39 ,49.36 ,59.27 ,63.98 ,73.70 ,80.54 ,88.73 ,93.02 ,96.63 ,98.22 ,95.62 ,91.91 ,85.96 ,77.61 ,67.35 ,58.97 ,52.66 ,44.07 ,41.87 ,38.44 ,34.62 ,31.89 ,33.31 ,28.86 ,29.44 ,28.45 ,30.08 ,26.88 ,29.70 ,25.64 ,26.70 ,21.83 ,20.29 ,15.31 ,14.49 ,10.13 ,8.51 ,5.58 ,4.02 ,1.73 ,0.71 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
562,ECTu,Earl's Court,1/2,22496.53 ,630.83 ,5275.91 ,6068.74 ,5325.64 ,3363.17 ,1832.23 ,2.05 ,10.08 ,19.42 ,33.31 ,62.17 ,103.97 ,162.67 ,237.16 ,330.43 ,440.19 ,507.78 ,562.87 ,595.84 ,584.77 ,517.30 ,469.65 ,401.92 ,336.19 ,279.38 ,249.61 ,228.02 ,219.18 ,205.06 ,204.91 ,205.08 ,213.15 ,206.17 ,217.82 ,222.74 ,229.95 ,221.77 ,232.72 ,233.14 ,245.29 ,240.17 ,252.71 ,256.43 ,270.53 ,270.48 ,298.77 ,316.29 ,343.53 ,352.65 ,382.18 ,384.47 ,401.83 ,412.38 ,434.97 ,451.37 ,479.49 ,486.47 ,488.53 ,486.44 ,463.98 ,430.99 ,404.73 ,374.11 ,341.44 ,315.87 ,301.07 ,279.37 ,272.40 ,255.61 ,252.71 ,244.32 ,245.75 ,235.56 ,244.96 ,256.68 ,265.63 ,259.46 ,246.70 ,219.66 ,174.21 ,131.11 ,98.25 ,72.87 ,48.25 ,30.97 ,18.51 ,8.23 ,1.36 ,0.34 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
563,EACu,East Acton,2,4383.70 ,178.17 ,1179.87 ,831.55 ,1195.49 ,678.86 ,319.76 ,0.25 ,1.09 ,2.66 ,7.39 ,15.69 ,26.90 ,50.32 ,73.87 ,97.04 ,112.10 ,125.64 ,132.06 ,130.36 ,123.62 ,117.49 ,103.65 ,82.12 ,66.48 ,50.43 ,38.88 ,34.00 ,30.19 ,26.48 ,26.54 ,26.27 ,24.78 ,23.85 ,24.99 ,26.47 ,27.23 ,28.33 ,30.49 ,33.67 ,33.13 ,32.96 ,33.79 ,35.68 ,34.42 ,36.39 ,40.54 ,48.14 ,50.55 ,57.18 ,65.48 ,71.00 ,76.36 ,85.72 ,94.97 ,102.11 ,107.90 ,113.46 ,116.95 ,113.25 ,111.99 ,105.72 ,96.05 ,84.95 ,77.57 ,66.21 ,62.28 ,58.25 ,55.23 ,51.96 ,49.26 ,47.29 ,43.46 ,41.50 ,40.90 ,41.61 ,39.87 ,39.03 ,35.95 ,32.97 ,28.09 ,25.19 ,20.93 ,18.74 ,15.01 ,10.97 ,6.32 ,3.73 ,1.34 ,0.01 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
9470,ECRt,East Croydon Trams,4,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
